epoch,train_loss,train_auc,train_acc,val_loss,val_auc,val_acc,train_bce_loss,train_im_loss,val_bce_loss,val_im_loss,train_encoder1_auc,train_encoder1_acc,val_encoder1_auc,val_encoder1_acc,train_encoder2_auc,train_encoder2_acc,val_encoder2_auc,val_encoder2_acc
1,0.568650,0.680382,0.734370,0.568650,0.675598,0.740241,0.563305,0.616750,0.563305,0.616750,0.680382,0.734370,0.675598,0.740241,0.510654,0.734370,0.512696,0.740241
