epoch,train_loss,valid_auc,valid_acc
1,0.5763385504960747,0.7780248678924202,0.7489256980596308
2,0.5196594197517818,0.8048888350095116,0.7642025556081401
3,0.4958172115053336,0.8136670800099808,0.7689540937056318
4,0.48452961394457966,0.8172035645926587,0.7697681022243256
5,0.47826568248580287,0.8202192271814935,0.7726076668244203
6,0.4737488558668876,0.8221022550365227,0.773667770941789
7,0.4707955507319082,0.8231459062714537,0.7750496923805017
8,0.46832439118838803,0.824500431203011,0.7758447704685282
9,0.46662297457042995,0.8257930346438558,0.7758069096071936
10,0.4647638360975732,0.8269757639376697,0.7766966398485565
11,0.4628731437217482,0.827454701477339,0.7772834831992428
12,0.4614265415452203,0.8286498514501595,0.7778513961192617
13,0.45978737609924364,0.8297420097164814,0.7781542830099385
14,0.45806277579070914,0.8305121327630527,0.7785328916232844
15,0.45707893622154816,0.8318921054003592,0.7790250828206342
16,0.4552885957686195,0.8328138405797212,0.7801798390913394
17,0.4540201799005639,0.8337452615735624,0.7805963085660199
18,0.4519418683021214,0.8354039053304776,0.7815428300993847
19,0.44935046167366616,0.83711935914544,0.7823946994794132
20,0.4471426496997652,0.83883712259405,0.7836062470421202
21,0.44503692445104776,0.8393649097122078,0.7833601514434453
22,0.44258400125883673,0.8405692942822964,0.7839280643634643
23,0.44045370385041255,0.8421596727337475,0.7856696639848556
24,0.43749388206599366,0.8444229089677828,0.7867676289635589
25,0.43447568611423343,0.8453190373735484,0.7873734027449124
26,0.43231254902515387,0.8466041669879523,0.7873734027449124
27,0.43005444430487366,0.8473413755895148,0.7886985328916233
28,0.42667030904010045,0.8486515190166778,0.7876384287742546
29,0.4236149612430404,0.8488222468524347,0.787922385234264
30,0.4208953068428445,0.8493506765416994,0.78830099384761
31,0.41876043736914764,0.8494644903740832,0.7882631329862755
32,0.4155805126012854,0.8498816166680829,0.7881495504022716
33,0.41238655669521324,0.8496380830060253,0.78830099384761
34,0.4091134008467208,0.8506995852757879,0.7885281590156176
35,0.40659194904656676,0.8499845288406576,0.7892664458116422
36,0.40371504218149573,0.8511892433584103,0.7902318977756744
37,0.40158482638746795,0.8502853537016278,0.7892475153809749
38,0.3987598957059957,0.8510026977213975,0.7897775674396592
39,0.3977504192906734,0.8510686171698427,0.7903833412210127
40,0.395241076990195,0.8507321469366594,0.7911784193090393
41,0.3932754829505953,0.8506607538218366,0.7905537150970184
42,0.39120081984247346,0.8508820069607334,0.7908755324183625
43,0.3900558715652298,0.8513192443129434,0.789758637008992
44,0.3883688312949815,0.8514505997065743,0.7910080454330336
45,0.38655388762775705,0.8505309780821766,0.7899100804543303
46,0.3850818362031683,0.8513305562418048,0.7905347846663512
47,0.38344010734777384,0.8512138138286038,0.7903833412210127
48,0.38263198257204883,0.8511137404658827,0.790080454330336
49,0.38093516778967357,0.8508343511785661,0.7918788452437293
50,0.38129849226086693,0.8506145572115578,0.7925414103170847
51,0.38211290400452635,0.850969840761304,0.7921438712730715
52,0.37858056863597106,0.8516502739532618,0.791481306199716
53,0.37762197080595344,0.8516950925005046,0.7912730714623758
54,0.37633813502240526,0.8516399014696584,0.7900236630383342
55,0.3752952747037543,0.851425907179369,0.7905537150970184
56,0.3744464166397048,0.850014225705344,0.7905347846663512
57,0.37359705186474085,0.8511125435197031,0.7897964978703266
58,0.37241487007329455,0.8502185050449642,0.7903076194983436
59,0.3715613244151246,0.8498568075961177,0.7898154283009938
60,0.37054366860648913,0.8497901274568769,0.790269758637009
61,0.369300250561764,0.8496917361185239,0.7902129673450071
62,0.36918997642366863,0.84937483831777,0.7889824893516327
63,0.3677598492838016,0.8484891556298151,0.78830099384761
