skill_id,concordance,mae,envelope_mean,envelope_std,envelope_median,n_predictions
109,0.69963,0.30037,0.30037,0.10581372508926329,0.28465000000000007,140
48,0.6982400632161201,0.3017599367838799,0.3017599367838799,0.2400464748277669,0.23970000000000002,48089
76,0.6975016886930984,0.30249831130690163,0.30249831130690163,0.1383667200532958,0.3054,1362
14,0.6855026755475276,0.31449732445247236,0.31449732445247236,0.23172169638524678,0.24415000000000003,8858
19,0.6815207037767328,0.31847929622326715,0.31847929622326715,0.22328635531997346,0.24140000000000006,6593
49,0.6723684024952536,0.3276315975047464,0.3276315975047464,0.18565429732574645,0.33520000000000005,22122
87,0.6588428571428571,0.3411571428571429,0.3411571428571429,0.30206642619602775,0.22150000000000003,238
47,0.65359962208692,0.34640037791308,0.34640037791308,0.3175188049603158,0.21320000000000006,4763
42,0.646397084548105,0.35360291545189504,0.35360291545189504,0.2355947036277348,0.3678,343
89,0.6385421985815602,0.3614578014184397,0.3614578014184397,0.22267971087084598,0.494,564
46,0.6296434435433562,0.3703565564566438,0.3703565564566438,0.3020805782222293,0.2279,8015
103,0.5989373887240357,0.4010626112759644,0.4010626112759644,0.26781064133045124,0.34819999999999995,337
112,0.5403742671009772,0.45962573289902275,0.45962573289902275,0.21339834630318708,0.5221,307
41,0.4019946666666666,0.5980053333333334,0.5980053333333334,0.27134690934691186,0.7383,375
110,0.3621145631067959,0.6378854368932041,0.6378854368932041,0.15816635509627935,0.68125,206
