epoch,train_loss,valid_auc,valid_acc,train_l_sup,train_l_ref,train_l_init,train_l_rate,train_l_rasch,train_l_gap,train_l_student
1,0.7806457179715278,0.7663557399842778,0.7279242385461991,0.6054570918233764,0.02876699854220663,0.040484511523021294,0.15604022625330774,0.0005482294361822174,0.0,0.0
2,0.726322380137092,0.7871957526010693,0.7395273440832694,0.5586265141551314,0.02343338264950684,0.040264711203773916,0.15547862006212487,0.0017997120149500136,1.889891769418942e-05,1.89043739997682e-05
3,0.7112271257845615,0.80020456910271,0.748229673236072,0.5416202767402425,0.025403650371091706,0.04004207825787317,0.15491564712536995,0.0040064455242827535,7.379669560967679e-05,7.52734254742141e-05
4,0.7006611833346922,0.8091416486510312,0.7530927395273441,0.528509921800465,0.027855182918054718,0.03982061062261499,0.15437824137186731,0.007760643034375139,0.00016769662054554957,0.00017113188296207226
5,0.694268308406887,0.8144549125106653,0.7559935159116117,0.5207752813819797,0.02936039279614176,0.039601774750263136,0.1538675658059597,0.013244799790637835,0.00030024506995687263,0.00030730313966549665
6,0.6888547548755819,0.8174608874887856,0.756249466769047,0.5139149943502056,0.03093780806022031,0.03938502734240194,0.15337564935445439,0.020665649863492164,0.0004724972168332897,0.0004852208595756175
7,0.6847656838650115,0.8203596418551686,0.7574865625799846,0.5092171404154765,0.031857732576983315,0.03917007734625944,0.15289711411059542,0.03037097194631185,0.0006858327268024108,0.0007038682541211269
8,0.6819317315296064,0.8207717924110731,0.7575718795324631,0.5059339098684096,0.032647756966097015,0.038957072332023335,0.1524287002137936,0.042352270042257646,0.0009409780568343454,0.0009635380739512454
9,0.6798020941979854,0.8216373474721117,0.7575718795324631,0.5038188897926814,0.033072246557899886,0.03874585450232752,0.1519691138142584,0.05737785936466285,0.0012329834529996983,0.0012649385192032372
10,0.6773404348182243,0.8232559100791265,0.7590222677245969,0.5015243216112069,0.033373338356614116,0.038536431455536244,0.15151720533742535,0.07503113246389798,0.0015628158198004321,0.0016032700094261339
11,0.6754769500573858,0.8232150526924923,0.7584677075334869,0.4995139792770788,0.03391437120735645,0.038328626434955146,0.151069966161075,0.09562544362353427,0.0019321382577930177,0.0019874787797951807
12,0.6728367723055684,0.8237809322637532,0.7597474618206638,0.4973154756562677,0.033994808101228305,0.03812235368185465,0.1506276508523909,0.11980756627661841,0.0023430199728214315,0.0024110727552657148
13,0.6713180307076874,0.8243709487699086,0.760344680488013,0.4959985982614227,0.034258366269724706,0.037917345021420266,0.15018922327117484,0.14745815928493228,0.002790941422738667,0.0028741476658199513
14,0.6697143675394639,0.8244771169655273,0.7604299974404914,0.49465392849797346,0.03447477232132639,0.03771367610097261,0.14975373098444253,0.17927948566419738,0.0032856305612118117,0.0033752205997838506
15,0.6679634698677894,0.8246498085365284,0.7611978500127975,0.4931416430986913,0.03470415978559426,0.037511243463793406,0.14932164577976303,0.21590474200035845,0.003815122161592756,0.003914551949128509
16,0.6662479774383712,0.8257200928505561,0.7611551915365583,0.4918507897680829,0.034787014286432945,0.03730991717527603,0.1488914208961556,0.25703355308089937,0.0043854631616600925,0.004501767687699092
