epoch,lambda,val_total_auc,val_bce_auc,val_mastery_auc,val_total_acc,val_bce_acc,val_mastery_acc,val_total_loss,val_bce_loss,val_mastery_loss
1,1.0,0.6789127205388575,0.6789127205388575,0.502828852653979,0.7434330261121763,0.7434330261121763,0.25975921906782545,0.09111469725565034,0.09111469725565034,0.5079236711774554
2,1.0,0.6961012784976321,0.6961012784976321,0.5134210291018039,0.7464890169247389,0.7464890169247389,0.25975921906782545,0.08935616028552153,0.08935616028552153,0.5817609040104613
3,1.0,0.702036487213435,0.702036487213435,0.5057927481717608,0.7479683500569348,0.7479683500569348,0.25975921906782545,0.08877451489774549,0.08877451489774549,0.6243372729846409
4,1.0,0.7046536428792676,0.7046536428792676,0.5061724983756398,0.7482019289725448,0.7482019289725448,0.25975921906782545,0.08853351355207209,0.08853351355207209,0.6511678269931248
5,1.0,0.7069060056219988,0.7069060056219988,0.5104609983343421,0.7485425648911425,0.7485425648911425,0.25975921906782545,0.08814821255450346,0.08814821255450346,0.6677769933428083
6,1.0,0.7083679676882735,0.7083679676882735,0.49936700975925435,0.7496131349210211,0.7496131349210211,0.25975921906782545,0.08787869357941103,0.08787869357941103,0.6775531476857711
7,1.0,0.7089984010509954,0.7089984010509954,0.5,0.7496812621047407,0.7496812621047407,0.25975921906782545,0.08775924465485982,0.08775924465485982,0.6840746573039463
8,1.0,0.7094917489538782,0.7094917489538782,0.5,0.7499537708396189,0.7499537708396189,0.25975921906782545,0.08768196814522451,0.08768196814522451,0.6882213110826454
9,1.0,0.7100902185088107,0.7100902185088107,0.5,0.7505085207641924,0.7505085207641924,0.25975921906782545,0.08773579433256266,0.08773579433256266,0.6906709293929898
10,1.0,0.7108134696718528,0.7108134696718528,0.5,0.7507810294990706,0.7507810294990706,0.25975921906782545,0.08774985494662305,0.08774985494662305,0.6919762054268195
11,1.0,0.7112069473624651,0.7112069473624651,0.5,0.7506837049508998,0.7506837049508998,0.25975921906782545,0.08749263581572747,0.08749263581572747,0.6926409225074612
12,1.0,0.7110102157831162,0.7110102157831162,0.5,0.7511313978724854,0.7511313978724854,0.25975921906782545,0.08762973197260682,0.08762973197260682,0.6929486077658984
