epoch,lambda,val_total_auc,val_bce_auc,val_mastery_auc,val_total_acc,val_bce_acc,val_mastery_acc,val_total_loss,val_bce_loss,val_mastery_loss
1,0.9,0.6758225335716903,0.6768167239044292,0.5995964649931034,0.7429853331905907,0.7428296139135174,0.7191602837983825,0.09253056575449145,0.09120922140320953,0.10442269046087654
2,0.9,0.694852331390249,0.6958532652701812,0.6146924238297761,0.7455449688074823,0.7459050696357142,0.7198804854548463,0.09050264528819493,0.08926958803619657,0.10160018762155455
3,0.9,0.7004243370729073,0.7014279312783898,0.6262309559815948,0.7474622624064468,0.7477639685057762,0.7254766469746664,0.08972228607352899,0.0886303300456125,0.09954991875862589
4,0.9,0.7026587723593392,0.7038334020249538,0.6322054855947324,0.7474038676775443,0.7481532666984594,0.7257102258902763,0.08947285249525187,0.08842340522274679,0.09891789725848607
5,0.9,0.7052076174364275,0.7062524837566324,0.6390332654288993,0.7482213938821789,0.7488053411712036,0.7302942121091203,0.08906722753023615,0.08823209894554955,0.0965834021264193
6,0.9,0.707324388058252,0.7079979171678021,0.6434127250733075,0.7485522973459595,0.7490681174512648,0.7341093343974151,0.08867166693113288,0.08796367338117288,0.09504363275304133
7,0.9,0.7081664913157206,0.7090162169317482,0.6453755780912545,0.7492335691831551,0.7500218980233384,0.7333599353765,0.08855014872186039,0.08784512658508456,0.0948953703045845
8,0.9,0.7088030396587619,0.7093188066110123,0.6485604018110787,0.7491167797253502,0.749973235749253,0.7345180974997324,0.08855792089384429,0.08791541809938391,0.0943404633779915
9,0.9,0.7097460860271303,0.7101841133949222,0.6516794351209406,0.7499927006588872,0.7503625339419362,0.7364840533727822,0.08828377145893719,0.08769824888025012,0.09355349565038876
10,0.9,0.71006685710174,0.7106046206926253,0.6518582082097326,0.7500802927522409,0.7507810294990706,0.7349365930568668,0.0884278985310574,0.0877176007750083,0.09482059673387178
11,0.9,0.7107064002506662,0.7111965659105988,0.652854813056995,0.7500705602974238,0.750586380402729,0.7353842859784523,0.08840141171703533,0.0877442890588118,0.09431552978194489
12,0.9,0.710415117632325,0.7106846565658631,0.6543216438072018,0.7505377181286436,0.751462301336266,0.738070443507966,0.08830499983563715,0.0877375357917377,0.09341219858247407
