epoch,lambda,val_total_auc,val_bce_auc,val_mastery_auc,val_total_acc,val_bce_acc,val_mastery_acc,val_total_loss,val_bce_loss,val_mastery_loss
1,1.0,0.6899842026267878,0.6899842026267878,N/A,0.7444062715938842,0.7444062715938842,N/A,0.09007853588887624,0.09007853588887624,0.0
2,1.0,0.7076838026952031,0.7076838026952031,N/A,0.7473844027679102,0.7473844027679102,N/A,0.08821530989846404,0.08821530989846404,0.0
3,1.0,0.7160725217109387,0.7160725217109387,N/A,0.749973235749253,0.749973235749253,N/A,0.08730047287381425,0.08730047287381425,0.0
4,1.0,0.7206921067089214,0.7206921067089214,N/A,0.751462301336266,0.751462301336266,N/A,0.08674125434184561,0.08674125434184561,0.0
5,1.0,0.7229443556593735,0.7229443556593735,N/A,0.7521338407186444,0.7521338407186444,N/A,0.08648870839756362,0.08648870839756362,0.0
6,1.0,0.7240971211977081,0.7240971211977081,N/A,0.7532141432033401,0.7532141432033401,N/A,0.0863323363722587,0.0863323363722587,0.0
7,1.0,0.724320570810051,0.724320570810051,N/A,0.7529708318329132,0.7529708318329132,N/A,0.08631370079760649,0.08631370079760649,0.0
8,1.0,0.7240683122931657,0.7240683122931657,N/A,0.7528053801010229,0.7528053801010229,N/A,0.086347048836095,0.086347048836095,0.0
9,1.0,0.7236019939973735,0.7236019939973735,N/A,0.7528735072847424,0.7528735072847424,N/A,0.0864197129801828,0.0864197129801828,0.0
10,1.0,0.7226418401175034,0.7226418401175034,N/A,0.7520949108993762,0.7520949108993762,N/A,0.08658594090719612,0.08658594090719612,0.0
11,1.0,0.721471245890627,0.721471245890627,N/A,0.7515012311555344,0.7515012311555344,N/A,0.08678371976224744,0.08678371976224744,0.0
