epoch,train_loss,valid_auc,valid_acc,train_l_sup,train_l_ref,train_l_init,train_l_rate,train_l_rasch,train_l_gap,train_l_student
1,0.8296157928025296,0.7040328422053651,0.7469075124818733,0.5386595346201085,0.01314667133624072,0.038788107962784965,0.09527538557665324,0.0,0.0,0.0
2,0.805323564404281,0.7096791830636537,0.747987814966569,0.5258037876172618,0.010961947996420255,0.037584013564311514,0.09298559099499835,0.0,6.394185166693789e-05,6.357765649255351e-05
3,0.7949608535225211,0.7140188316664957,0.7480462096954715,0.5229898306948715,0.010641521383366437,0.036424911610284015,0.09081843049890458,0.0,0.0002454273824394835,0.000247157831958898
4,0.786340311343249,0.7163525792874672,0.7486398894393133,0.5211588786502104,0.010588553521801462,0.03530225590604238,0.08873973863108303,0.0,0.0005836765762295458,0.0005752006682888195
5,0.7783449455929868,0.7177988436842411,0.7492141042735209,0.5196801842949135,0.010573827598842315,0.03421093748191992,0.08672795430293193,0.0,0.0011122176930950134,0.0010661608370629
6,0.7708779191957704,0.7197224408290125,0.7498272489269968,0.518486660110798,0.010596359742158744,0.03314789662150456,0.08477090521139609,0.0,0.0018670923858301936,0.0017467006278547598
7,0.7637612162132988,0.7207520511021323,0.7506253102219973,0.517497691741695,0.010613065845106242,0.032111213009986525,0.08286256749514911,0.0,0.002875081342500224,0.002633231695635254
8,0.7570713782893721,0.7210449268123775,0.7508102268635218,0.5168473720564165,0.010600729251927045,0.031098962509459257,0.08099820633470674,0.0,0.0041547533754413765,0.0037389546138152405
9,0.7503520173301382,0.7220811769388606,0.7510535382339487,0.5161681160589009,0.01051652654908945,0.030111088679418,0.07917322187338854,0.0,0.005718139907432035,0.005097273555029319
10,0.7438593659711167,0.7225460137182946,0.7511703276917537,0.5153430009668362,0.01055800652739452,0.029147355753154077,0.07738527328671031,0.0,0.007576413532246117,0.006700233305403915
11,0.7376615764756598,0.7231815980289128,0.7513065820591928,0.5147850272328721,0.010547237137786157,0.028207010817507153,0.07563265942351523,0.0,0.00971584296375127,0.008557546217901718
12,0.731796336813857,0.7229141467649758,0.7520559810801078,0.5144885691430507,0.010509046793485861,0.02728948235324952,0.07391384133133032,0.0,0.012142923626797805,0.010685668162847122
13,0.7256631360799068,0.7234048296625397,0.7517640074355955,0.5138045489571069,0.010468729679989073,0.026395140618197907,0.07222818288255908,0.0,0.014843577253656376,0.01307752662352793
14,0.7198426033392724,0.7234303824330416,0.7525036740016935,0.5131846200061514,0.010495947114158171,0.02552340770775384,0.07057417062218663,0.0,0.017824865592923497,0.015734819762910586
15,0.7142210527721216,0.7235766106837718,0.7519294591674858,0.5127905461160163,0.010447144382898671,0.02467388135446805,0.06895185759370799,0.0,0.021089240648045442,0.018669107735851887
16,0.7085314830777061,0.7234459833052145,0.7518418670741321,0.5120927959976846,0.010459797939411099,0.02384696792420224,0.06736029916763314,0.0,0.024598792774380797,0.0218727238997431
17,0.7033279134481865,0.7237996578359769,0.7521727705379128,0.5117987178597262,0.010453999467155476,0.023042355162314124,0.06579971474425553,0.0,0.02837170312094256,0.02533214652206305
18,0.6978874120777406,0.7237934258614314,0.7518515995289492,0.5111085030539024,0.010471027368592784,0.022259730663671283,0.06426944729474524,0.0,0.03237921628772904,0.029024516758291832
19,0.6928192357933767,0.7241242062231165,0.7520949108993762,0.5107263267680449,0.010461227649851784,0.02149880257613473,0.06277008687961157,0.0,0.036642358237829235,0.032975104381692225
20,0.6878478521201051,0.7242091206324314,0.7522895599957177,0.5102797998030261,0.010475840612551092,0.0207598500072463,0.06130033402339183,0.0,0.04115188357280326,0.03714954411041551
21,0.682695944457234,0.7239320265812261,0.752085178444559,0.5094779169828201,0.010521708799458539,0.020042830140847907,0.05986069814032177,0.0,0.0458825957126568,0.041584950924846174
22,0.6782027502429921,0.724171737159481,0.752562068730596,0.5093041836392126,0.010523468661339172,0.01934721651574833,0.05845211940013892,0.0,0.050824273261844806,0.04624074548868935
23,0.673610704098992,0.7240469646646058,0.7523771520890714,0.5089234335259706,0.010523212238798796,0.018672679022595878,0.05707341840461138,0.0,0.0560034301344286,0.051107705643139975
24,0.6690918521964762,0.7235801138603573,0.7524647441824251,0.5084251926210577,0.010564208715922474,0.018019341932790946,0.05572423296685136,0.0,0.06138160699312551,0.05618405457914184
25,0.6645865064930679,0.7239758632093853,0.7526399283691325,0.5079298402511416,0.010552728871954846,0.01738683062979603,0.0544046908339032,0.0,0.06695955889444277,0.061482244320792856
26,0.6602022327606848,0.7235961930541873,0.752571801185413,0.5073450633391681,0.010594433583705227,0.01677508474462028,0.05311359530041912,0.0,0.07273198695071621,0.0669995506964817
27,0.6560262190407791,0.7236272534202475,0.7522408977216323,0.5069248998120732,0.010601984988415488,0.016183546934142715,0.051852151146052315,0.0,0.07868808982749059,0.07272155561672591
28,0.6515935713822756,0.7234069313714481,0.7523576871794373,0.5059851568884967,0.010690292565470532,0.015612206544480419,0.050620236161188104,0.0,0.0848411063764997,0.0786441663772331
29,0.6478536295962196,0.7233229854280219,0.7524842090920593,0.5056938821097069,0.010744328962860948,0.015061480688893136,0.049417641674235124,0.0,0.09118093859037588,0.08478208550208591
30,0.6438869348715598,0.7227988229701056,0.752562068730596,0.5052138656685107,0.01072287514149525,0.014530430832102696,0.0482440368333149,0.0,0.0976363383040527,0.09111763814879205
