epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567883,2.466531,0.000068,2.466354,2.466782,0.797285,0.018168,0.766966,0.828641,0.966666,0.000000,0.966666,0.966666,1.467161
2,0.535464,2.433315,0.000103,2.433113,2.433648,0.794281,0.035567,0.734636,0.857387,0.933879,0.000000,0.933879,0.933879,1.433321
3,0.503114,2.400325,0.000179,2.400098,2.401077,0.790957,0.052365,0.702974,0.885482,0.901616,0.000000,0.901616,0.901616,1.398888
4,0.470881,2.367545,0.000294,2.367176,2.368838,0.787310,0.068558,0.671942,0.912905,0.869855,0.000000,0.869855,0.869855,1.363996
5,0.438773,2.334958,0.000436,2.334403,2.336898,0.783343,0.084156,0.641513,0.939661,0.838574,0.000000,0.838574,0.838574,1.328745
6,0.406790,2.302549,0.000601,2.301783,2.305226,0.779059,0.099171,0.611666,0.965754,0.807754,0.000000,0.807754,0.807754,1.293216
