epoch,train_loss,train_auc,train_acc,val_loss,val_auc,val_acc,train_bce_loss,train_im_loss,val_bce_loss,val_im_loss,train_encoder1_auc,train_encoder1_acc,val_encoder1_auc,val_encoder1_acc,train_encoder2_auc,train_encoder2_acc,val_encoder2_auc,val_encoder2_acc
1,0.570377,0.658212,0.734370,0.570377,0.654468,0.740241,0.565915,0.610528,0.565915,0.610528,0.658212,0.734370,0.654468,0.740241,0.580808,0.734370,0.581462,0.740241
2,0.563664,0.668369,0.734370,0.563664,0.663180,0.740241,0.558640,0.608882,0.558640,0.608882,0.668369,0.734370,0.663180,0.740241,0.584330,0.734370,0.584810,0.740241
3,0.561739,0.672255,0.734370,0.561739,0.664923,0.740241,0.556669,0.607372,0.556669,0.607372,0.672255,0.734370,0.664923,0.740241,0.585720,0.734370,0.586234,0.740241
