epoch,lambda,val_total_auc,val_bce_auc,val_mastery_auc,val_total_acc,val_bce_acc,val_mastery_acc,val_total_loss,val_bce_loss,val_mastery_loss
1,0.9,0.6765507886393591,0.6776430790001516,0.5948777129797252,0.7428588112779686,0.7433357015640055,0.7150239905011241,0.09270747918255474,0.09114472583240392,0.10677228183770666
2,0.9,0.6944460326102759,0.6951695781061606,0.6092626816482527,0.7457298854490068,0.7460899862772387,0.715140779958929,0.09107053249466177,0.08950287879121546,0.10517943969794682
3,0.9,0.7010986674081785,0.7019410859342985,0.6196717441520411,0.7466350037469951,0.7470437668493124,0.7212527615840544,0.0901430211201006,0.0888564893785788,0.10172182960169655
4,0.9,0.703598691903075,0.704562960777757,0.6273366211223169,0.7479099553280324,0.7480851395147398,0.7256615636161909,0.08972445571300935,0.08849251391936322,0.10081195572809297
5,0.9,0.7064539451046639,0.7071771186820611,0.6359065688740748,0.7482700561562643,0.7488345385356548,0.7290873877118026,0.0890752808475981,0.08813183511398276,0.0975663141936672
6,0.9,0.708001482659207,0.7086393905983075,0.6400589991291247,0.7493211612765088,0.7498856436558994,0.7316567557835113,0.08873596209652569,0.0879215555531638,0.0960656392331026
7,0.9,0.7091999338270805,0.7097391176047193,0.6451720578911471,0.7493892884602283,0.7500218980233384,0.7326397337200362,0.08845292609565113,0.08774487111641437,0.09482543915510178
8,0.9,0.7097928433237807,0.7102038238432271,0.6477180325456853,0.7493211612765088,0.7501581523907775,0.7325618740814995,0.08834714031949335,0.08767660068614143,0.09438201815498118
9,0.9,0.7106730588666521,0.7109863248232324,0.6500397272983308,0.7493114288216917,0.7503041392130337,0.7340996019425979,0.08826494125687347,0.0876395910674212,0.09389311242468502
10,0.9,0.7113489524910881,0.7117801161155133,0.6516471181137402,0.7497883191077286,0.7504987883093752,0.7346348869575373,0.08829301595687866,0.08769204193840222,0.09370180812417245
11,0.9,0.7120168318878832,0.7122127220940188,0.6541742697519665,0.7504014637612045,0.7512871171495586,0.7381093733272344,0.08791133883048077,0.08739464441124274,0.09256161460462882
12,0.9,0.7114686853673095,0.7117662332111869,0.6546114015597453,0.7506447751316314,0.751092468053217,0.7362115446379041,0.0882194919549689,0.08765044504282427,0.09334094381454039
