epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567799,2.466530,0.000076,2.466329,2.466802,0.698065,0.017761,0.666951,0.728021,0.866694,0.000000,0.866694,0.866694,1.967011
2,0.535281,2.433313,0.000111,2.433102,2.433643,0.695697,0.034654,0.634742,0.756051,0.834000,0.000000,0.834000,0.834000,1.933171
3,0.502808,2.400319,0.000183,2.400087,2.400987,0.692875,0.050861,0.603302,0.783250,0.801894,0.000000,0.801894,0.801894,1.898845
4,0.470426,2.367530,0.000290,2.367176,2.368704,0.689602,0.066380,0.572594,0.809593,0.770352,0.000000,0.770352,0.770352,1.864160
5,0.438144,2.334930,0.000424,2.334406,2.336728,0.685883,0.081220,0.542589,0.835080,0.739352,0.000000,0.739352,0.739352,1.829208
6,0.405962,2.302503,0.000576,2.301786,2.305014,0.681725,0.095393,0.513270,0.859714,0.708874,0.000000,0.708874,0.708874,1.794066
