epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567839,2.466545,0.000100,2.466291,2.466907,0.794867,0.017476,0.766853,0.827294,1.066642,0.000000,1.066642,1.066642,2.466977
2,0.535349,2.433351,0.000152,2.433089,2.433822,0.789385,0.034065,0.734442,0.854554,1.033781,0.000000,1.033781,1.033781,2.433242
3,0.502894,2.400385,0.000252,2.400069,2.401424,0.783499,0.049949,0.702703,0.880878,1.001395,0.000000,1.001395,1.001395,2.399111
4,0.470522,2.367628,0.000395,2.367212,2.369379,0.777207,0.065126,0.671597,0.906231,0.969461,0.000000,0.969461,0.969461,2.364705
5,0.438244,2.335062,0.000570,2.334449,2.337643,0.770514,0.079605,0.641097,0.930605,0.937958,0.000000,0.937958,0.937958,2.330104
6,0.406059,2.302671,0.000769,2.301828,2.306178,0.763425,0.093400,0.611185,0.953993,0.906868,0.000000,0.906868,0.906868,2.295381
