epoch,train_loss,valid_auc,valid_acc,l_sup,l_ref,l_initmastery,l_rate
1,0.6717432927750772,0.6740614217027028,0.7423429911726634,0.5444561365563221,0.010405626932130114,0.004586846780021964,0.010978426487126113
2,0.6078645578876779,0.6730458788153314,0.7436082102988837,0.5390254474367534,0.006259924375061236,0.00045985553110061965,0.0006561089151740469
3,0.5980062999005594,0.6751172881895028,0.7428198814587004,0.5391584221318659,0.005369985032189695,0.0003155056104346907,0.0004509403306789084
4,0.5921789570199787,0.6761903427290928,0.7426154999075417,0.5394063525125092,0.004822329960647642,0.0002540393648430129,0.0003668403063856515
5,0.5879867920719799,0.6777637515247364,0.7422748639889439,0.5391238890681582,0.004468984238398044,0.00021912362978600635,0.00031589362432111963
6,0.5844917576185232,0.6781004286417215,0.742148342076322,0.5392977674336531,0.004135068974076467,0.00019520712752055475,0.0002840326136064314
7,0.5811507111168351,0.6768818951070558,0.7414768026939434,0.5391521052221524,0.0038436537649521093,0.0001771212655889057,0.00025916269816620487
8,0.5787345069027657,0.676411532259291,0.7423332587178464,0.5392550756971759,0.0036139408140949945,0.0001626634382371197,0.0002395200076886357
9,0.5762259748694328,0.6761101221281298,0.7420899473474194,0.539200167773347,0.003389473793391196,0.00015150674966848209,0.00022501758561601406
10,0.574649054810466,0.6765916696239113,0.7422553990793098,0.5391759618794745,0.0032479712423516215,0.00014218588617931707,0.00021258206187215386
