epoch,train_loss,valid_auc,valid_acc,l_sup,l_ref,l_initmastery,l_rate
1,0.674282639412251,0.7620780145769901,0.7381542830099385,0.5832166029034377,0.023043204991457362,0.01672361743736063,0.028008782237973675
2,0.594393593624904,0.7861162665892961,0.7565546616185518,0.5403330707451569,0.01909332474072774,0.005259530945754512,0.004828698475959767
3,0.5764438017793968,0.7992816075498728,0.7621391386654046,0.5241468367193752,0.02060534176416695,0.002403545382861459,0.002903094263351859
4,0.5678126241386313,0.8052688662089846,0.7642025556081401,0.5156597572530773,0.021425431361421943,0.001373696810909348,0.0018973244192374207
5,0.5624881275654269,0.8089776700933597,0.7666445811642215,0.5102750548605876,0.021841492659101885,0.0009653504925508321,0.0012942046414941854
6,0.558858304885721,0.8100139238859152,0.7670799810695693,0.5067832140810223,0.021974589830885332,0.0007665383536164293,0.0009828568375077533
7,0.5571410693653055,0.8108883174814822,0.7690487458589683,0.5049533178012624,0.02214365580584854,0.0006419612431667942,0.0007927502183676199
8,0.554951911641019,0.8122053740602964,0.7697113109323237,0.5031563955628382,0.022059963860859472,0.0005498715737195526,0.0006599863155000232
9,0.5530659603474589,0.8123285382472434,0.7707335541883578,0.5009919916976224,0.02224282086050759,0.00048672979796699503,0.0005588918439966062
10,0.5520146230295883,0.8131005488464412,0.7702035021296735,0.500441098426454,0.022073718175912898,0.0004348824636200191,0.00048435935921822853
11,0.5506742024992305,0.8140147747634557,0.7705821107430194,0.49879073307051147,0.02224433678202331,0.00039800813979260375,0.00042596111166898497
12,0.5496198287759405,0.8139223342950229,0.7712636062470422,0.4979939275003337,0.02216170254784326,0.0003648955446173732,0.00038571009498733917
13,0.5484597489237024,0.81447506671652,0.7712257453857075,0.4968139182439113,0.022194416223404307,0.0003393664669338505,0.00034736499197654313
14,0.547327866583252,0.8153126707538221,0.7715475627070516,0.4956378113810327,0.022234002865540486,0.0003157036169590119,0.00032126196372784616
15,0.5464952760170076,0.8159045346532803,0.7722669190724089,0.49474989978825795,0.022274220750356715,0.0002983516930586791,0.00029468511961731225
16,0.5455298186843808,0.8161421544562533,0.7723237103644108,0.493881153304222,0.022245972300879657,0.0002816859341670516,0.0002769272655905554
17,0.5448021297705538,0.8166082673475803,0.7721911973497397,0.4933533184675438,0.022169996906692784,0.0002675609409501361,0.0002644262184001747
18,0.5432701818576775,0.8170376017051468,0.7724751538097492,0.49158103604453113,0.022283573867753148,0.00025703941607129084,0.00025012756769049346
19,0.5422361198546614,0.8174266155132188,0.7724372929484146,0.490283138330947,0.022407454360897344,0.00024503454909166465,0.00024013884325006977
20,0.5416205422307004,0.8185219393871999,0.7732513014671084,0.4895603286786583,0.02246035049514224,0.00023712267006717905,0.00023002564402189074
21,0.5403627967871532,0.8194060928189176,0.7738760056791292,0.4883581150224566,0.022442021445992093,0.0002288896629911649,0.0002223536990914207
22,0.5393417388274021,0.8200877355564882,0.7742546142924751,0.4866872155920876,0.022729733027517796,0.0002221857909658921,0.00021496398822349512
23,0.538018542599223,0.8210779494442189,0.7744628490298154,0.48552603484550866,0.02266289689578116,0.00021599251231915813,0.00021066042561572058
24,0.5365632807709871,0.8208378932257988,0.7749550402271652,0.483460139675915,0.022934900984788936,0.0002073240712095042,0.00020240780885812993
25,0.5355987309267113,0.8216747979945431,0.7754283009938476,0.48234906155982943,0.023001031562065084,0.00020294881494009652,0.00019864426851193422
26,0.5337617073238582,0.8221793367955568,0.7756554661618552,0.47981789947973047,0.023306265706196427,0.00019776378384129124,0.00019425386885151875
27,0.5321128436102889,0.8223873250934047,0.7756743965925225,0.47770230686800863,0.023512638562048476,0.0001923745606647165,0.0001897756205064482
28,0.5305110974361398,0.8227906463456452,0.7755040227165167,0.4756073678309742,0.023728675868672628,0.00018942679892314108,0.00018667031685860042
29,0.5288348716052457,0.8236505372058247,0.7761855182205395,0.4731396600623033,0.02407613516940425,0.00018396512498937507,0.00018455969274743441
30,0.5276043269928757,0.8240199045597956,0.7774159962139139,0.47134202727489116,0.024324893214118976,0.00018061488001020243,0.0001805617482438175
31,0.5254767065814833,0.823298842919688,0.7763748225272125,0.4681280693089842,0.024799773702397943,0.00017812834109989684,0.00017414560156425369
32,0.5239457188902201,0.823169129389731,0.7769616658778987,0.4662089826400309,0.024971019321431715,0.0001737647654798194,0.0001723154326283326
33,0.5227369255924609,0.8240811590679987,0.7772834831992428,0.4642891642866,0.02528291238316645,0.0001699575630046351,0.00016900569544796808
34,0.5209674541048129,0.8246209794325841,0.7776242309512541,0.4617400975952213,0.025622895065074165,0.00016826187887710736,0.00016786746251929786
35,0.5196995908266824,0.8240436151186549,0.7779081874112636,0.46008409103095077,0.02579446598732223,0.0001641780289134654,0.0001647794605417513
36,0.5188159016328567,0.8248815514660146,0.7777946048272598,0.45833558372705924,0.02617246537314107,0.00016235135884308004,0.00016014378278412345
37,0.5176079439733262,0.8246557593812106,0.7779649787032655,0.4566215399944978,0.02639405122802903,0.0001595457340723395,0.00016009019338019263
38,0.5165169850136474,0.8245981067360503,0.7781921438712731,0.45515979088318453,0.02655816109230121,0.00015569779585937937,0.0001564394499178542
39,0.5155155224316954,0.8241727939601542,0.7776810222432561,0.4531511599070243,0.026997738789456587,0.00015384743191493224,0.00015470541270831388
40,0.5145917552004632,0.8245271853125179,0.7783246568859442,0.4521084312720148,0.02705075890601923,0.0001522191218326075,0.00015126450759817128
41,0.514197459641906,0.8240888313355167,0.7787221959299574,0.45103892234892645,0.027347211493179202,0.00014805285681339288,0.00015045901237479352
42,0.5142611834784917,0.8243169968386006,0.7793090392806437,0.45120791696884166,0.027301522631508608,0.0001480704247501815,0.00014700187426569688
43,0.5137941033810264,0.8258926520645786,0.7791008045433033,0.45029510464704514,0.02749637238836537,0.00014630170579415976,0.00014675244424480215
