epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567883,2.466540,0.000101,2.466278,2.466904,0.891951,0.017111,0.866803,0.926954,0.866692,0.000000,0.866692,0.866692,1.967118
2,0.535415,2.433336,0.000146,2.433053,2.433792,0.883646,0.033376,0.834243,0.953818,0.833999,0.000000,0.833999,0.833999,1.933492
3,0.502972,2.400355,0.000227,2.400049,2.401185,0.874989,0.048952,0.802272,0.979706,0.801896,0.000000,0.801896,0.801896,1.899478
4,0.470602,2.367574,0.000343,2.367167,2.369004,0.865976,0.063832,0.770859,1.004202,0.770358,0.000000,0.770358,0.770358,1.865191
5,0.438313,2.334978,0.000481,2.334379,2.337087,0.856545,0.077890,0.739976,1.024628,0.739362,0.000000,0.739362,0.739362,1.830717
6,0.406105,2.302550,0.000628,2.301735,2.305302,0.846603,0.090966,0.709604,1.043891,0.708889,0.000000,0.708889,0.708889,1.796139
