epoch,lambda,val_total_auc,val_bce_auc,val_mastery_auc,val_total_acc,val_bce_acc,val_mastery_acc,val_total_loss,val_bce_loss,val_mastery_loss
1,0.1,0.652083653866725,0.6504385721914301,0.6521690355140333,0.740805263311565,0.7405035572122356,0.7406884738537601,0.09313920824503412,0.09325401317708347,0.09312645452363151
2,0.1,0.6726045980228389,0.6723515900039956,0.6725889897615569,0.742537640269005,0.7430145305550419,0.742527907814188,0.09117021685352131,0.09118017402230477,0.09116911234296098
3,0.1,0.6778302808456004,0.6776546872904187,0.6778108632523161,0.7444938636872378,0.7444354689583353,0.7443478768649816,0.09055655343191964,0.09058136705841337,0.09055379823762544
4,0.1,0.6802427963687021,0.6801798219481867,0.6802075057377294,0.7451459381599821,0.745126473250348,0.7452140653437016,0.09029931286159827,0.0903069865034551,0.09029846288719956
5,0.1,0.6818911932909097,0.6818737005605244,0.681849170935318,0.7454476442593115,0.7451556706147991,0.7454184468948603,0.09008399275492648,0.09011074018721678,0.09008102301432162
6,0.1,0.6830362576535222,0.6829514048201157,0.6829964136072688,0.7457688152682751,0.7455838986267507,0.7456617582652872,0.08995366354986113,0.08998723677834686,0.08994993521850936
7,0.1,0.6837880487575383,0.6838576630314173,0.6837221800230207,0.7458077450875434,0.7457201529941897,0.7459148020905313,0.0898631748800375,0.08988962352884058,0.08986023859101899
8,0.1,0.6840373405471529,0.6841570756401071,0.6839607359298396,0.7453600521659578,0.7453211223466895,0.7454476442593115,0.08980999430831597,0.08981862208064721,0.08980903774499893
9,0.1,0.6838283078254148,0.6840861660554174,0.6837326814247567,0.745136205705165,0.7454379118044945,0.7450486136118113,0.08983086581741061,0.08981890626707856,0.08983219688644214
10,0.1,0.6838345405388713,0.6845854060338312,0.6836773626137911,0.7448442320606526,0.7449902188829088,0.7449220916991893,0.08986057006582922,0.0898065696261367,0.08986657204068436
11,0.1,0.6833051448676448,0.6844651288265788,0.6830930503454331,0.7447663724221161,0.7450875434310796,0.744649582964311,0.08991441586796119,0.08982148447207042,0.08992474374114251
12,0.1,0.6822278546444622,0.6845584478547941,0.681874725676249,0.743890451488579,0.7446787803287623,0.7438515216693107,0.09002158714800465,0.08983377625747603,0.09004245774478328
13,0.1,0.681378323115698,0.6852934969619013,0.6808231667937028,0.7437541971211399,0.7440072409463839,0.743530350660347,0.09011634424024699,0.08979535832697032,0.09015201229830178
14,0.1,0.6806441343471841,0.6871317686165929,0.6797516107654216,0.7435011532958958,0.7439001839433961,0.74352061820553,0.09022179443617256,0.08966942496445714,0.0902831711027087
15,0.1,0.680226426536584,0.6902462265901512,0.678821580312588,0.7439196488530302,0.7449902188829088,0.7437152673018715,0.0902520974679869,0.089370282176806,0.09035008005341705
16,0.1,0.6793509035705461,0.6925003087785507,0.6773593268691143,0.7434232936573592,0.7457104205393726,0.7432870392899201,0.09040159230329553,0.08921484269049702,0.0905334548074372
17,0.1,0.6784164970410484,0.6944897396827237,0.6758287712112195,0.7424013859015659,0.7458174775423605,0.7418369035221754,0.09061805204469331,0.08908907704207362,0.09078794079167503
