epoch,lambda_interp,train_loss,train_auc,train_acc,val_loss,val_auc,val_acc,val_l_bce,val_l_stability,val_l_align_total,val_l_21_performance,val_l_22_difficulty,val_l_23_ability,val_theta_mean,val_theta_std,val_mastery_mean,val_mastery_std
19,0.19,1.7913430719177958,0.7594852434578346,0.7654708604360845,1.901056593778182,0.7174345303143148,0.7465766090180926,0.08732363064678347,0.018070254664944142,9.632335643379056,9.61228133221062,0.018070254664944142,0.020054396175380265,29.888376235961914,33.70003890991211,0.723549485206604,0.41268399357795715
20,0.2,1.8805124172892596,0.7620527379028027,0.7664376425534312,1.9969576061988363,0.716107711111118,0.7449512890636405,0.08765530981579606,0.01956673814173864,9.633188306068888,9.614460439098124,0.01956673814173864,0.018727822808966954,29.860084533691406,33.6417121887207,0.7261372208595276,0.41090089082717896
21,0.21,1.970481083183091,0.7632221835748865,0.7677047841635457,2.0938807239337844,0.7153061644563157,0.7474136001323614,0.0877414231701773,0.021213112855140045,9.639775782215352,9.616867551998217,0.021213112855140045,0.02290821152416115,29.617149353027344,33.14916229248047,0.7315247654914856,0.40861770510673523
22,0.22,2.0594431106290667,0.7662482209987455,0.7690610949980758,2.189257770168538,0.7139397285451198,0.745992661729068,0.08803610975036816,0.02299057395786655,9.637998619858099,9.613264453654386,0.02299057395786655,0.02473412456028924,30.084928512573242,33.83768844604492,0.7272969484329224,0.4100636839866638
23,0.23,2.149010944242922,0.7685673380456242,0.7700302236739598,2.2804216170797544,0.712464421501655,0.7448344996058356,0.08831166962579805,0.02467301267446304,9.618151625808405,9.608420702875877,0.02467301267446304,0.009730902205848572,29.65923309326172,33.746917724609375,0.7181641459465027,0.41620269417762756
24,0.24,2.23959655897605,0.7701915503131047,0.771086175015722,2.3822486351947396,0.7096783269122222,0.7453989819852261,0.08863722472166528,0.02667690992203294,9.64424010685512,9.615138326372419,0.02667690992203294,0.029101812907931755,29.886524200439453,33.87691116333008,0.7224379777908325,0.4136825203895569
25,0.25,2.328244395824294,0.7722726992108804,0.7723462769502248,2.4802026213431847,0.7094874078523303,0.7438223243048594,0.08897234469043966,0.028696786384193266,9.65274563614203,9.620342176787707,0.028696786384193266,0.03240343373344869,29.643230438232422,33.50943374633789,0.7256354093551636,0.41206094622612
26,0.26,2.416819567507413,0.7749803883769976,0.7736274979115629,2.573002902828917,0.7087755703996845,0.7439683111271156,0.08914247155189514,0.030590296133744473,9.641275658899424,9.623225114783462,0.030590296133744473,0.018050505047930137,30.08765983581543,33.857154846191406,0.7280051708221436,0.41094762086868286
27,0.27,2.505388903494326,0.7767348551424856,0.7743220792385886,2.6697837722544766,0.7075166420838399,0.7429561358261394,0.0896100642121568,0.032447043236116975,9.644606901674855,9.629694179612763,0.032447043236116975,0.014912655463024062,30.59518814086914,34.361995697021484,0.7283461093902588,0.4108343720436096
28,0.28,2.5954413821660176,0.7785633226469435,0.7752700888876374,2.762950152766948,0.7067480483922208,0.7425863025430904,0.08948341392132701,0.034276177156336456,9.636354699426768,9.622689577997948,0.034276177156336456,0.013665080745229307,29.598674774169922,33.46940231323242,0.7257876396179199,0.4117506742477417
29,0.29,2.6844591093804553,0.7807590802229302,0.7765419236148265,2.8602728211149877,0.7049958396606889,0.7407663334922968,0.08999569151474505,0.03623223821727597,9.64142639782964,9.627145475270797,0.03623223821727597,0.014280876144766808,30.003986358642578,33.88673400878906,0.727462887763977,0.4106825888156891
30,0.3,2.773775467600847,0.7826386244047807,0.7775791024882907,2.959420695596812,0.7034578675540731,0.7400461318358329,0.09086341517312187,0.03816119448414871,9.651448619608976,9.628329666293396,0.03816119448414871,0.023118917725752204,30.183237075805664,33.77445983886719,0.7331224679946899,0.4071672260761261
