epoch,valid_auc,valid_acc,train_loss,best_auc,best_epoch
1,0.8108,0.7921,0.7696889695760176,0.8108,1
2,0.874,0.844,0.5972534379502599,0.874,2
3,0.8908,0.8527,0.5311555067836862,0.8908,3
4,0.8993,0.8563,0.5022605815915171,0.8993,4
5,0.9049,0.859,0.48474634604639477,0.9049,5
