epoch,train_loss,train_auc,train_acc,val_loss,val_auc,val_acc,train_bce_loss,train_im_loss,val_bce_loss,val_im_loss,train_encoder1_auc,train_encoder1_acc,val_encoder1_auc,val_encoder1_acc,train_encoder2_auc,train_encoder2_acc,val_encoder2_auc,val_encoder2_acc
1,0.585285,0.679413,0.734370,0.585285,0.674790,0.740241,0.563388,0.607181,0.563388,0.607181,0.679413,0.734370,0.674790,0.740241,0.529251,0.734370,0.530004,0.740241
2,0.580270,0.691623,0.734370,0.580270,0.685084,0.740241,0.554241,0.606299,0.554241,0.606299,0.691623,0.734370,0.685084,0.740241,0.532827,0.734370,0.533170,0.740241
3,0.578537,0.697182,0.734370,0.578537,0.689146,0.740241,0.551632,0.605442,0.551632,0.605442,0.697182,0.734370,0.689146,0.740241,0.535864,0.734370,0.536389,0.740241
4,0.577164,0.699616,0.734370,0.577164,0.688774,0.740241,0.549714,0.604613,0.549714,0.604613,0.699616,0.734370,0.688774,0.740241,0.540129,0.734370,0.540980,0.740241
5,0.575855,0.703564,0.734370,0.575855,0.689313,0.740241,0.547895,0.603814,0.547895,0.603814,0.703564,0.734370,0.689313,0.740241,0.543983,0.734370,0.544547,0.740241
6,0.574502,0.705757,0.734370,0.574502,0.687447,0.740241,0.545963,0.603041,0.545963,0.603041,0.705757,0.734370,0.687447,0.740241,0.546231,0.734370,0.546562,0.740241
7,0.573208,0.708437,0.734370,0.573208,0.685899,0.740241,0.544122,0.602294,0.544122,0.602294,0.708437,0.734370,0.685899,0.740241,0.548134,0.734370,0.548336,0.740241
8,0.572198,0.710040,0.734370,0.572198,0.684838,0.740241,0.542825,0.601571,0.542825,0.601571,0.710040,0.734370,0.684838,0.740241,0.549777,0.734370,0.549873,0.740241
9,0.571442,0.711146,0.734370,0.571442,0.682152,0.740241,0.542012,0.600872,0.542012,0.600872,0.711146,0.734370,0.682152,0.740241,0.551263,0.734370,0.551241,0.740241
