epoch,train_loss,train_auc,train_acc,val_loss,val_auc,val_acc,train_bce_loss,train_im_loss,val_bce_loss,val_im_loss,train_encoder1_auc,train_encoder1_acc,val_encoder1_auc,val_encoder1_acc,train_encoder2_auc,train_encoder2_acc,val_encoder2_auc,val_encoder2_acc
1,0.556419,0.681057,0.744272,0.556419,0.674502,0.745088,0.550663,0.608231,0.550663,0.608231,0.681057,0.744272,0.674502,0.745088,0.548762,0.265630,0.552878,0.259759
2,0.544626,0.692594,0.746769,0.544626,0.680964,0.746382,0.537933,0.604862,0.537933,0.604862,0.692594,0.746769,0.680964,0.746382,0.553774,0.265630,0.558080,0.259759
