epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567871,2.468390,0.003809,2.466311,2.493450,0.716552,0.012541,0.674982,0.730490,1.066648,0.000000,1.066648,1.066648,1.467213
2,0.535509,2.437567,0.008273,2.433302,2.491290,0.732685,0.024926,0.653100,0.761252,1.033854,0.000000,1.033854,1.033854,1.433092
3,0.503281,2.407402,0.013302,2.400293,2.492319,0.748489,0.037264,0.631937,0.791890,1.001587,0.000000,1.001587,1.001587,1.398122
4,0.471237,2.377852,0.018832,2.367428,2.495919,0.763953,0.049539,0.611297,0.822306,0.969826,0.000000,0.969826,0.969826,1.362462
5,0.439385,2.348880,0.024804,2.334739,2.501539,0.779077,0.061750,0.591111,0.852503,0.938549,0.000000,0.938549,0.938549,1.326233
6,0.407727,2.320448,0.031158,2.302213,2.508694,0.793864,0.073897,0.571341,0.882483,0.907738,0.000000,0.907738,0.907738,1.289544
7,0.376257,2.292516,0.037839,2.269840,2.516969,0.808318,0.085983,0.551963,0.912252,0.877377,0.000000,0.877377,0.877377,1.252496
8,0.344968,2.265046,0.044793,2.237611,2.526009,0.822446,0.098011,0.532960,0.941816,0.847450,0.000000,0.847450,0.847450,1.215174
9,0.313854,2.237996,0.051969,2.205515,2.535516,0.836252,0.109986,0.514318,0.971181,0.817947,0.000000,0.817947,0.817947,1.177657
