epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567872,2.466530,0.000072,2.466343,2.466793,0.796697,0.018064,0.766940,0.828420,0.866694,0.000000,0.866694,0.866694,1.467150
2,0.535431,2.433312,0.000104,2.433116,2.433625,0.793083,0.035332,0.734586,0.856913,0.834000,0.000000,0.834000,0.834000,1.433330
3,0.503049,2.400318,0.000175,2.400091,2.401003,0.789123,0.051976,0.702898,0.884700,0.801893,0.000000,0.801893,0.801893,1.398948
4,0.470773,2.367530,0.000280,2.367165,2.368715,0.784817,0.067994,0.671839,0.911764,0.770350,0.000000,0.770350,0.770350,1.364138
5,0.438612,2.334931,0.000411,2.334387,2.336704,0.780169,0.083398,0.641384,0.938108,0.739350,0.000000,0.739350,0.739350,1.328997
6,0.406565,2.302508,0.000561,2.301762,2.304945,0.775182,0.098200,0.611512,0.963740,0.708871,0.000000,0.708871,0.708871,1.293608
