epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567933,2.466534,0.000077,2.466333,2.466821,0.894386,0.017963,0.866887,0.928238,0.966666,0.000000,0.966666,0.966666,1.467219
2,0.535549,2.433323,0.000115,2.433094,2.433697,0.888554,0.035154,0.834390,0.956543,0.933879,0.000000,0.933879,0.933879,1.433485
3,0.503226,2.400340,0.000196,2.400093,2.401165,0.882446,0.051741,0.802483,0.984143,0.901617,0.000000,0.901617,0.901617,1.399204
4,0.471011,2.367564,0.000314,2.367166,2.368963,0.876045,0.067694,0.771130,1.009749,0.869857,0.000000,0.869857,0.869857,1.364504
5,0.438911,2.334978,0.000449,2.334384,2.336952,0.869073,0.082505,0.740306,1.030018,0.838577,0.000000,0.838577,0.838577,1.329507
6,0.406919,2.302564,0.000592,2.301752,2.305104,0.861603,0.096360,0.709991,1.049712,0.807756,0.000000,0.807756,0.807756,1.294318
