epoch,lambda,val_total_auc,val_bce_auc,val_mastery_auc,val_total_acc,val_bce_acc,val_mastery_acc,val_total_loss,val_bce_loss,val_mastery_loss
1,1.0,0.6944705073097722,0.6944705073097722,0.48029356422742375,0.7447079776932135,0.7447079776932135,0.7402407809321745,0.090127808707101,0.090127808707101,0.728104505003715
2,1.0,0.7083743457208741,0.7083743457208741,0.4843808378117615,0.7477639685057762,0.7477639685057762,0.7402407809321745,0.08838023503824156,0.08838023503824156,0.7015784224685357
3,1.0,0.715178902078005,0.715178902078005,0.49158996266583704,0.7496909945595578,0.7496909945595578,0.7402407809321745,0.08752875881535667,0.08752875881535667,0.694959399651508
4,1.0,0.7192146952472083,0.7192146952472083,0.5,0.7512871171495586,0.7512871171495586,0.7402407809321745,0.08700581366310314,0.08700581366310314,0.6934073348434604
5,1.0,0.721459244007153,0.721459244007153,0.5,0.7524647441824251,0.7524647441824251,0.25975921906782545,0.08672790335757392,0.08672790335757392,0.6931448712640879
6,1.0,0.7229021367534819,0.7229021367534819,0.5,0.7531265511099865,0.7531265511099865,0.25975921906782545,0.08652314878239924,0.08652314878239924,0.6931335402994739
7,1.0,0.7235327703610581,0.7235327703610581,0.5,0.7528540423751082,0.7528540423751082,0.25975921906782545,0.08647459608559706,0.08647459608559706,0.6931428739002773
8,1.0,0.7238089597390159,0.7238089597390159,0.5,0.7533990598448647,0.7533990598448647,0.25975921906782545,0.08640853604491876,0.08640853604491876,0.6931463893578977
9,1.0,0.7239507382682956,0.7239507382682956,0.5,0.7533212002063281,0.7533212002063281,0.25975921906782545,0.08644358464041535,0.08644358464041535,0.6931471216435335
10,1.0,0.7236076313949469,0.7236076313949469,0.5,0.7529124371040108,0.7529124371040108,0.7402407809321745,0.08642180887412051,0.08642180887412051,0.6931471228599548
11,1.0,0.7232280664114006,0.7232280664114006,0.5,0.7525036740016935,0.7525036740016935,0.7402407809321745,0.08651137595274011,0.08651137595274011,0.6931471228599548
12,1.0,0.722338112269147,0.722338112269147,0.5,0.752085178444559,0.752085178444559,0.7402407809321745,0.08665623850360209,0.08665623850360209,0.6931471228599548
