epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567788,2.466535,0.000088,2.466307,2.466848,0.697123,0.017497,0.666907,0.727406,0.966665,0.000000,0.966665,0.966665,2.466954
2,0.535251,2.433326,0.000129,2.433087,2.433713,0.693787,0.034073,0.634670,0.754757,0.933879,0.000000,0.933879,0.933879,2.433201
3,0.502751,2.400340,0.000210,2.400074,2.401110,0.689967,0.049918,0.603205,0.781153,0.901617,0.000000,0.901617,0.901617,2.399061
4,0.470332,2.367559,0.000328,2.367179,2.368897,0.685668,0.065032,0.572473,0.806558,0.869857,0.000000,0.869857,0.869857,2.364655
5,0.438006,2.334967,0.000475,2.334412,2.337006,0.680894,0.079423,0.542448,0.830965,0.838577,0.000000,0.838577,0.838577,2.330064
6,0.405772,2.302548,0.000642,2.301796,2.305383,0.675654,0.093104,0.513110,0.854369,0.807757,0.000000,0.807757,0.807757,2.295354
