epoch,train_loss,train_auc,train_acc,val_loss,val_auc,val_acc,train_bce_loss,train_im_loss,val_bce_loss,val_im_loss,train_encoder1_auc,train_encoder1_acc,val_encoder1_auc,val_encoder1_acc,train_encoder2_auc,train_encoder2_acc,val_encoder2_auc,val_encoder2_acc
1,0.570524,0.658212,0.734370,0.570524,0.654468,0.740241,0.565915,0.611999,0.565915,0.611999,0.658212,0.734370,0.654468,0.740241,0.583789,0.734370,0.585975,0.740241
2,0.563778,0.668369,0.734370,0.563778,0.663180,0.740241,0.558640,0.610016,0.558640,0.610016,0.668369,0.734370,0.663180,0.740241,0.586224,0.734370,0.588365,0.740241
3,0.561842,0.672255,0.734370,0.561842,0.664923,0.740241,0.556669,0.608400,0.556669,0.608400,0.672255,0.734370,0.664923,0.740241,0.587840,0.734370,0.590116,0.740241
4,0.560313,0.676183,0.734370,0.560313,0.666424,0.740241,0.555139,0.606880,0.555139,0.606880,0.676183,0.734370,0.666424,0.740241,0.588986,0.734370,0.591310,0.740241
5,0.558570,0.677548,0.734370,0.558570,0.664510,0.740241,0.553363,0.605430,0.553363,0.605430,0.677548,0.734370,0.664510,0.740241,0.589854,0.734370,0.592271,0.740241
