epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.817811,2.459782,0.501042,1.054874,3.644289,0.709531,0.016717,0.668557,0.731302,1.066643,0.000019,1.066516,1.066852,1.475724
2,0.785462,2.426550,0.500944,1.022024,3.610935,0.719093,0.033008,0.637834,0.762661,1.033772,0.000025,1.033650,1.034089,1.452970
3,0.753388,2.393550,0.500777,0.989681,3.577699,0.728287,0.048989,0.607868,0.793515,1.001368,0.000030,1.001235,1.001802,1.429866
4,0.721647,2.360765,0.500547,0.957812,3.544584,0.737060,0.064662,0.578616,0.823900,0.969408,0.000035,0.969232,0.969933,1.406469
5,0.690256,2.328189,0.500252,0.926398,3.511589,0.745398,0.080025,0.550054,0.853824,0.937873,0.000042,0.937620,0.938508,1.382728
