epoch,valid_auc,valid_acc,train_loss,best_auc,best_epoch
1,0.7211,0.6634,1.1228236344862437,0.7211,1
2,0.726,0.6675,1.0266299807621015,0.726,2
3,0.7303,0.6711,0.9909213682268935,0.7303,3
4,0.7346,0.6743,0.9721743707923334,0.7346,4
5,0.7422,0.6798,0.9617626936388861,0.7422,5
6,0.7503,0.6863,0.952018426512681,0.7503,6
7,0.761,0.6959,0.9417787305472083,0.761,7
8,0.7683,0.7031,0.931450031153839,0.7683,8
9,0.7747,0.7077,0.9232705100793791,0.7747,9
10,0.7784,0.711,0.9163562070938075,0.7784,10
11,0.7808,0.7133,0.9105659269283373,0.7808,11
12,0.7833,0.7155,0.905240517477809,0.7833,12
13,0.7844,0.7169,0.900028426809822,0.7844,13
14,0.7859,0.7175,0.8966199935524468,0.7859,14
15,0.7859,0.7175,0.8924400487718773,0.7859,14
16,0.7876,0.7194,0.8888796219112928,0.7876,16
17,0.7876,0.7194,0.8848378609751882,0.7876,16
18,0.7889,0.7201,0.8814662130096659,0.7889,18
19,0.7889,0.7201,0.8778398901287404,0.7889,18
20,0.7902,0.7209,0.8742464953191394,0.7902,20
21,0.7902,0.7209,0.8716149937686944,0.7902,20
22,0.7912,0.7219,0.8692104220202582,0.7912,22
23,0.7912,0.7219,0.866252310525587,0.7912,22
24,0.7912,0.7219,0.8636972750514658,0.7912,22
25,0.7923,0.7226,0.8612276046459698,0.7923,25
26,0.7923,0.7226,0.8598906525874482,0.7923,25
27,0.7923,0.7226,0.8579960457197914,0.7923,25
28,0.7923,0.7226,0.8563049095666243,0.7923,25
29,0.7923,0.7226,0.8545010749680524,0.7923,25
30,0.7937,0.7243,0.8533222187557241,0.7937,30
31,0.7937,0.7243,0.8521976842236532,0.7937,30
32,0.7937,0.7243,0.8499864005643345,0.7937,30
33,0.7937,0.7243,0.8489602635904935,0.7937,30
34,0.7937,0.7243,0.8479449050788499,0.7937,30
35,0.7937,0.7243,0.8464471969235919,0.7937,30
36,0.7937,0.7243,0.846020255411353,0.7937,30
37,0.7948,0.7244,0.844500653505054,0.7948,37
38,0.7948,0.7244,0.843589229427817,0.7948,37
39,0.7948,0.7244,0.8422048946614301,0.7948,37
40,0.7948,0.7244,0.8414310233038718,0.7948,37
41,0.7948,0.7244,0.8411312317580961,0.7948,37
42,0.7948,0.7244,0.8399527650493372,0.7948,37
43,0.7948,0.7244,0.8395279808439687,0.7948,37
44,0.7948,0.7244,0.8382658740839383,0.7948,37
45,0.7948,0.7244,0.8380288657266349,0.7948,37
46,0.7961,0.7257,0.8365414613004155,0.7961,46
47,0.7961,0.7257,0.8358323802914954,0.7961,46
48,0.7961,0.7257,0.8358352002119827,0.7961,46
49,0.7961,0.7257,0.8350357208612021,0.7961,46
50,0.7961,0.7257,0.835055011990004,0.7961,46
51,0.7961,0.7257,0.8341791534585117,0.7961,46
52,0.7961,0.7257,0.8333510828654686,0.7961,46
53,0.7961,0.7257,0.8322944009213229,0.7961,46
54,0.7961,0.7257,0.8323294515481878,0.7961,46
55,0.7961,0.7257,0.8320704888095857,0.7961,46
56,0.7961,0.7257,0.8312309060673897,0.7961,46
