epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.817870,1.970419,0.006411,1.966315,2.022798,0.818750,0.010193,0.785127,0.830776,0.966591,0.000000,0.966591,0.966591,1.972731
2,0.785486,1.941596,0.013077,1.933191,2.046469,0.837453,0.019624,0.773832,0.861756,0.933807,0.000000,0.933807,0.933807,1.945025
3,0.753368,1.913651,0.020046,1.900292,2.070793,0.856053,0.028480,0.766871,0.892417,0.901606,0.000000,0.901606,0.901606,1.916831
4,0.721684,1.886584,0.027227,1.867661,2.095487,0.874447,0.036990,0.764501,0.922746,0.869966,0.000000,0.869966,0.869966,1.888191
5,0.690419,1.860293,0.034640,1.835256,2.120387,0.892563,0.045343,0.763275,0.952736,0.838854,0.000000,0.838854,0.838854,1.859128
6,0.659583,1.834752,0.042267,1.803060,2.145348,0.910367,0.053586,0.757262,0.982382,0.808255,0.000000,0.808255,0.808255,1.829585
7,0.629150,1.809905,0.050063,1.771071,2.170194,0.927579,0.061470,0.750345,1.005594,0.778144,0.000000,0.778144,0.778144,1.799709
8,0.598996,1.785763,0.057904,1.739269,2.193902,0.941082,0.065793,0.743426,1.016565,0.748509,0.000000,0.748509,0.748509,1.769981
