epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.816709,1.959817,0.501019,0.555181,3.144226,0.766728,0.000000,0.766728,0.766728,0.966665,0.000000,0.966665,0.966665,1.966541
2,0.784049,1.926654,0.500898,0.522942,3.110887,0.734126,0.000000,0.734126,0.734126,0.933864,0.000000,0.933864,0.933864,1.933347
3,0.751998,1.893764,0.500696,0.491603,3.077704,0.702174,0.000000,0.702174,0.702174,0.901577,0.000000,0.901577,0.901577,1.900403
4,0.720532,1.861132,0.500416,0.461140,3.044670,0.670847,0.000000,0.670847,0.670847,0.869782,0.000000,0.869782,0.869782,1.867697
5,0.689631,1.828743,0.500061,0.431534,3.011771,0.640124,0.000000,0.640124,0.640124,0.838457,0.000000,0.838457,0.838457,1.835214
