epoch,train_loss,valid_auc,valid_acc,train_l_sup,train_l_ref,train_l_init,train_l_rate,train_l_rasch,train_l_gap,train_l_student
1,1.466549742021599,0.6890897559826277,0.7454792658055744,0.5399204725572371,0.012310338836457385,0.044002066178133195,0.08253051484568764,0.0,0.0,0.0
2,1.4079452575563278,0.6913821932061737,0.7468284265021179,0.5303327279357403,0.008050672190361902,0.042505488501242236,0.080296448610858,0.0,6.326641058828834e-05,6.328897050384273e-05
3,1.3777030597852984,0.6934950322923543,0.7475605292056685,0.5296421739178574,0.007289068845688904,0.041051402505743136,0.07813406411748261,0.0,0.00029857201137163333,0.00030084368765145836
4,1.350141350632506,0.6958508280610174,0.7463787062699367,0.5289397589772011,0.0069119568031869435,0.03963501823926917,0.07602370445381577,0.0,0.0007336553611055837,0.0007423373991945195
5,1.3240786426899294,0.696659745986949,0.7455001830256759,0.5284592173274429,0.006661480813483267,0.038255246430070396,0.07396003916651558,0.0,0.0013779985620778078,0.0013993504714131918
6,1.298223508573692,0.697657233969733,0.7463577890498353,0.5280701701812257,0.0063237606560027125,0.036911707750569366,0.07194011855517049,0.0,0.0022364861196317513,0.0022772902581460874
7,1.2735909563967003,0.6984484868993343,0.7464519165402917,0.5277491917190129,0.006096610985696316,0.03560391227332647,0.0699614812430901,0.0,0.0033096074517264865,0.003379463039700089
8,1.2497345560466588,0.6983260426288563,0.7457407310568426,0.5272620906430354,0.0059421256258103405,0.03433148328606931,0.06802294590240465,0.0,0.004595869360491634,0.004705794938031192
9,1.2266713614510618,0.6994132191738958,0.7462636615593787,0.5271217657190957,0.005769097010948156,0.033094122162567435,0.06612337023959342,0.0,0.006092534068892219,0.00625608490786123
10,1.2040306590398102,0.6982740061256634,0.7453223866548135,0.5267077078476751,0.005626718630082905,0.031891059242975583,0.06426173287191171,0.0,0.007797833805364605,0.008028848168109299
11,1.1822423956041788,0.6989998123394741,0.7456152277362339,0.5264058732989719,0.005525077770366088,0.030721810617301143,0.0624370505532918,0.0,0.009706384085094262,0.010022412982806074
12,1.1611454855618244,0.6982617147190696,0.7446634942216179,0.5262264581312709,0.005433408507930213,0.029585813756298006,0.06064902691875035,0.0,0.011815337156631836,0.01223466465874624
13,1.1403318008476555,0.6986319458907856,0.7456047691261831,0.5259751177627146,0.005313383074673383,0.02848245826685684,0.058897048240360426,0.0,0.014119767545612137,0.014663763938006013
14,1.1203208647007346,0.6987907825615705,0.745573393296031,0.5259459502257774,0.0052086200111692675,0.02741124731547657,0.05718061555578109,0.0,0.016617838894384666,0.017306495398454563
15,1.1007286100768525,0.6973655262031209,0.7461904512890237,0.5256117208482609,0.005147028185035053,0.026371739740694216,0.05549943445153331,0.0,0.019302318270906414,0.020159749307449123
16,1.0816720795820087,0.6968736208704842,0.7459185274277048,0.5253302973209569,0.0050851443512855395,0.025363255827426972,0.053853091422298695,0.0,0.0221704541166362,0.023219439347495176
17,1.063003835620925,0.6973410888232626,0.7458243999372484,0.5251091274753918,0.004995319007062599,0.024385190169947137,0.052241323402076156,0.0,0.025217877060027892,0.026485304585903098
18,1.0451663999177385,0.6977936203723465,0.7465460440307483,0.524964187538576,0.004958788594721179,0.023436969049174448,0.05066382770050659,0.0,0.028441990834758863,0.029954215482269463
19,1.0275341974452086,0.6975716570481701,0.7462218271191758,0.5246727407325271,0.004901474651782528,0.022518004339218058,0.049120295233423025,0.0,0.03183359005427184,0.03362205591432652
