epoch,train_loss,valid_auc,valid_acc,l_sup,l_ref,l_initmastery,l_rate
1,0.5684692133204112,0.7081933837316874,0.7480948719695569,0.537596975531612,0.013927763052902383,0.005015468610752724,0.011381592821029771
2,0.5384517512296769,0.7172500291882121,0.7530584239262669,0.5233312497607387,0.012741359655257951,0.0005077987513777691,0.000773818306587517
3,0.5344074389172833,0.7214341353221032,0.753564511576755,0.5195415618568113,0.012899466843339445,0.000348417923225545,0.0005294101868368036
4,0.5321838201028202,0.7243250717626574,0.7539732746790723,0.5173645524680411,0.013027888023019454,0.00027696174727286386,0.0004279862033122073
5,0.5305618574915874,0.7252331656749423,0.7543820377813896,0.5157191104142053,0.013151719712608836,0.0002367445675478672,0.0003618087286811338
6,0.5294845174038291,0.7266257740565831,0.7545864193325482,0.5146075642801307,0.013249657604206412,0.00020975429569196997,0.0003210675762341851
7,0.5284790751964552,0.7271951465317215,0.7547616035192557,0.5135877492341232,0.013313168819047936,0.0001897893700117555,0.00028899646094614586
8,0.5277778650211014,0.7280618616798101,0.7546156166969995,0.5128561427824183,0.013380370160728848,0.0001739177458229815,0.00026488398228966545
9,0.5270029637708401,0.7285016550446572,0.7543333755073042,0.5120323433707316,0.013454512084974217,0.000161719672400019,0.0002482179162251643
10,0.5264306342413185,0.7292824060373433,0.7552287613504755,0.5114637411191665,0.013476257463386331,0.00015182302087507496,0.0002318197469419486
