epoch,lambda,val_total_auc,val_bce_auc,val_mastery_auc,val_total_acc,val_bce_acc,val_mastery_acc,val_total_loss,val_bce_loss,val_mastery_loss
1,1.0,0.7019526769833111,0.7019526769833111,N/A,0.7458174775423605,0.7458174775423605,N/A,0.09021413387084494,0.09021413387084494,0.0
2,1.0,0.7149018242828398,0.7149018242828398,N/A,0.7499927006588872,0.7499927006588872,N/A,0.08827081125001518,0.08827081125001518,0.0
3,1.0,0.7181101177833338,0.7181101177833338,N/A,0.7513844416977294,0.7513844416977294,N/A,0.08790633204031964,0.08790633204031964,0.0
4,1.0,0.7204666455348001,0.7204666455348001,N/A,0.7523966169987056,0.7523966169987056,N/A,0.08747210323202367,0.08747210323202367,0.0
5,1.0,0.7208188151503592,0.7208188151503592,N/A,0.7527761827365717,0.7527761827365717,N/A,0.08729777302669019,0.08729777302669019,0.0
6,1.0,0.7209855467007921,0.7209855467007921,N/A,0.7527275204624863,0.7527275204624863,N/A,0.08681655097372677,0.08681655097372677,0.0
7,1.0,0.7205377516697896,0.7205377516697896,N/A,0.7532433405677914,0.7532433405677914,N/A,0.08675108135354762,0.08675108135354762,0.0
8,1.0,0.7204712935306758,0.7204712935306758,N/A,0.7528929721943766,0.7528929721943766,N/A,0.08669732100501353,0.08669732100501353,0.0
9,1.0,0.7188249933913041,0.7188249933913041,N/A,0.7523771520890714,0.7523771520890714,N/A,0.08678013238371635,0.08678013238371635,0.0
10,1.0,0.7184595386503382,0.7184595386503382,N/A,0.7516374855229735,0.7516374855229735,N/A,0.08684554224719807,0.08684554224719807,0.0
