epoch,train_loss,train_auc,train_acc,val_loss,val_auc,val_acc,train_bce_loss,train_im_loss,val_bce_loss,val_im_loss,train_encoder1_auc,train_encoder1_acc,val_encoder1_auc,val_encoder1_acc,train_encoder2_auc,train_encoder2_acc,val_encoder2_auc,val_encoder2_acc
1,0.567966,0.680382,0.734370,0.567966,0.675598,0.740241,0.563305,0.609918,0.563305,0.609918,0.680382,0.734370,0.675598,0.740241,0.504695,0.734370,0.507537,0.740241
2,0.559530,0.693518,0.734370,0.559530,0.686649,0.740241,0.553997,0.609336,0.553997,0.609336,0.693518,0.734370,0.686649,0.740241,0.506592,0.734370,0.509286,0.740241
