epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.817874,1.965044,0.496021,0.577399,3.144968,0.818640,0.010278,0.785057,0.830773,0.967064,0.000658,0.966198,0.976934,1.972292
2,0.785513,1.937310,0.491385,0.566812,3.112191,0.837186,0.019882,0.773516,0.861700,0.934729,0.001250,0.932981,0.958790,1.943944
3,0.753396,1.910429,0.486652,0.557380,3.079525,0.855650,0.028815,0.765714,0.892330,0.903001,0.001996,0.900628,0.939360,1.915493
4,0.721664,1.884434,0.481800,0.549667,3.047068,0.873927,0.037357,0.763722,0.922664,0.871861,0.002861,0.868935,0.919226,1.886254
5,0.690373,1.859238,0.476842,0.543886,3.014789,0.891922,0.045775,0.758272,0.952690,0.841294,0.003830,0.837086,0.902030,1.856568
