epoch,train_loss,valid_auc,valid_acc,l_sup,l_ref,l_initmastery,l_rate
1,0.6872985271430302,0.7598208504824222,0.7360719356365357,0.5841685717496233,0.02261004507696877,0.016677663327127615,0.02834161308246519
2,0.6051726524350466,0.7823505101157827,0.7537908187411264,0.5433943097474042,0.017997417191509157,0.005202344094277151,0.004806428712627938
3,0.5880250690070643,0.7944532140701199,0.7598864174159962,0.5295206306216057,0.018669778597541153,0.0023637636713253027,0.0028922712435929207
4,0.5794875305708101,0.8001434001370414,0.7616658778987222,0.5223795206480121,0.018879219734420378,0.0013515713644121337,0.0018924056839560684
5,0.5740845746092557,0.8034970897765575,0.7649029815428301,0.5176839907057788,0.018938890813539427,0.0009528678550955908,0.0012931802802267833
6,0.5705054020196128,0.8043426369691973,0.7649029815428301,0.5147394725949233,0.018870980905679364,0.0007576795316163368,0.000978164994406513
7,0.5686684008827996,0.804929613075934,0.7669474680548982,0.5131414834373259,0.01888291141949594,0.0006348683605259674,0.0007872315191765892
8,0.5665793696843575,0.8060175670688003,0.7674207288215807,0.5118395720603607,0.01867754419799894,0.0005440001060572277,0.0006557534441555312
9,0.5646485297128881,0.8058993032740082,0.7685376242309513,0.5099061594968126,0.01872712653130293,0.00048169980452592655,0.0005556501565101729
10,0.563587976701639,0.8062726512614906,0.7683104590629437,0.5095376180078243,0.018524599940671276,0.0004305235608864526,0.0004821578981401599
11,0.5622204047526977,0.8075136009624355,0.7682725982016091,0.5081228700715213,0.018569349699343245,0.00039411351051753235,0.0004235807157048919
12,0.561092704403089,0.8074702998594608,0.7689351632749645,0.5074259962254798,0.018442701528935384,0.0003614634420630852,0.00038305061345622295
13,0.5599103597396476,0.8075069201128385,0.7690108849976337,0.5063139160836568,0.018437022595511127,0.0003362954162452163,0.00034638684905098947
14,0.5588133642474239,0.8084647077836076,0.7694652153336489,0.5053275601674753,0.01841465721372515,0.00031294207865626393,0.00031995851298171897
15,0.5578982674745163,0.8088732546508792,0.7695598674869853,0.5045874898417304,0.018366560281720012,0.0002958414769743906,0.0002929021247308314
16,0.5570003158888275,0.808907044756514,0.7700899195456696,0.5038976598851442,0.018305036996025592,0.00027937528995144133,0.00027545171110974614
17,0.5562357566539681,0.8095082668851812,0.7702035021296735,0.503439742442665,0.018206978139157098,0.00026543545611633406,0.000263123901750004
18,0.5548589010000152,0.8096659826560231,0.7699574065309985,0.5020610045880881,0.01821460623371725,0.00025506087316165614,0.0002497085319851686
19,0.55389247729074,0.8102133122829559,0.769919545669664,0.5008203997472384,0.01831743831280619,0.00024315797195802654,0.00023897745828503451
20,0.5532730620313496,0.8109990476025244,0.7707146237576905,0.5002372337877191,0.018309694423805922,0.0002354062474176084,0.00022921245738223873
21,0.5520089560709883,0.8118666020681112,0.7705821107430194,0.49928401915756754,0.018206098563193034,0.00022725824856128197,0.00022147835936049977
22,0.5510893303370491,0.8123288500832218,0.7714339801230478,0.49779701374834046,0.018407679085309308,0.00022059573893283685,0.0002134703887241987
23,0.5499113697747539,0.8132975031904286,0.7716232844297207,0.49688031816130884,0.018319607285472255,0.00021452304710540193,0.00020934225999201506
24,0.5484508070010731,0.8130476595745968,0.7715286322763842,0.4949325189826909,0.01849426853004843,0.0002059206275577929,0.00020100001086969653
25,0.547541773782113,0.8136256727593495,0.7718693800283957,0.49400132675316066,0.018503891575771075,0.00020160135556113092,0.0001972090585470274
26,0.5457655232715297,0.8142303211464557,0.7715854235683862,0.4916480518964382,0.018707267086332042,0.00019648476438540764,0.00019315744203163157
27,0.5443481108290468,0.8142699707761182,0.7728916232844297,0.48985537084315617,0.018840612785425037,0.0001911389871652254,0.00018832928261861608
28,0.54318240812993,0.8143950839379297,0.771509701845717,0.4883933245226975,0.018944975066309173,0.00018822331880900267,0.00018490093661559638
29,0.5413627421611688,0.8157128334855849,0.7726455276857549,0.4859087508182569,0.01917893431770305,0.00018278910195357637,0.00018265321736959779
30,0.540606446283692,0.8154375161776726,0.773289162328443,0.48461725488558316,0.019366765899273258,0.00017951165948959315,0.0001793387356055096
31,0.5386288992199365,0.8149947248376966,0.7733270231897775,0.48178170483229366,0.019667230973330636,0.00017703330960922197,0.00017276285324198414
32,0.5373606568200189,0.8144720271031957,0.772721249408424,0.4802381951615393,0.01976500075155248,0.00017268508333180156,0.0001708464592049098
33,0.5362623052907836,0.8155376564748842,0.772910553715097,0.4783756783577622,0.020032945709923904,0.0001689072012401166,0.00016842778815397152
34,0.5348411875551285,0.8157758653013718,0.7735920492191197,0.47641918674116823,0.02021995458441476,0.0001672510375562306,0.00016696632297374307
35,0.5336317748152231,0.8156629168925745,0.7735731187884525,0.4749836600360074,0.020300871614987653,0.00016319689423637806,0.00016343899714076884
36,0.5331532952963743,0.8161897425164657,0.7741031708471368,0.47374722327644375,0.020566060207784176,0.00016136621588174214,0.00015903100134615113
37,0.5320972274519021,0.8159222927672902,0.7738570752484619,0.4724500720975915,0.020651032643703122,0.000158578605033687,0.00015907684689856058
38,0.5310353907853421,0.8157788151437328,0.7740463795551349,0.4711361858765886,0.020740998714851838,0.00015468654777135843,0.0001555588345118403
39,0.530314421256321,0.8157012270449662,0.7738570752484619,0.469564345393275,0.02103828565062334,0.00015278591543795616,0.0001537083224328759
40,0.5298571993663026,0.8159510990095231,0.7748225272124941,0.46891292271107526,0.021106869642001886,0.00015109958516120454,0.00015089380811431815
41,0.5296561242414756,0.8167800858217971,0.7752389966871747,0.46840485943960036,0.021215923673783738,0.00014686487411390967,0.00014933247995930162
42,0.5288667085260295,0.8160411101496904,0.7747846663511595,0.4675111783193875,0.021252287823396426,0.0001468643437321254,0.0001466342591439571
43,0.5275647493737567,0.8162791150228488,0.7744817794604827,0.46572555231769824,0.021421483834274113,0.00014518429427112705,0.0001456552682813078
44,0.5272857017221655,0.8169620523522083,0.7746710837671557,0.4652563247092752,0.021489523622828226,0.0001424611327950974,0.0001413351279585021
45,0.5261384392406886,0.8170089364190757,0.7750307619498343,0.46377528772206333,0.02160639692253123,0.00014111541809187664,0.00014003533198777806
46,0.5254345828532728,0.8169850849040543,0.7748225272124941,0.46264978701885556,0.021754352957941592,0.00013887375608815267,0.0001388995465918577
47,0.5244738795575645,0.8169886088081026,0.7748225272124941,0.4617832951571872,0.02172295601728062,0.00013615585545851577,0.0001371799731397062
48,0.5241630626970354,0.8173734317296171,0.7751632749645054,0.4610848011961606,0.021858620651376743,0.00013523853215594714,0.00013469685726299658
