epoch,train_loss,train_auc,train_acc,val_loss,val_auc,val_acc,train_bce_loss,train_im_loss,val_bce_loss,val_im_loss,train_encoder1_auc,train_encoder1_acc,val_encoder1_auc,val_encoder1_acc,train_encoder2_auc,train_encoder2_acc,val_encoder2_auc,val_encoder2_acc
1,0.572303,0.680186,0.734370,0.572303,0.675421,0.740241,0.563320,0.608232,0.563320,0.608232,0.680186,0.734370,0.675421,0.740241,0.512324,0.734370,0.514223,0.740241
