epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567899,2.466542,0.000097,2.466293,2.466899,0.892814,0.017413,0.866824,0.927384,0.966665,0.000000,0.966665,0.966665,1.967100
2,0.535459,2.433345,0.000146,2.433082,2.433786,0.885382,0.033998,0.834283,0.954744,0.933880,0.000000,0.933880,0.933880,1.933409
3,0.503054,2.400373,0.000238,2.400072,2.401345,0.877624,0.049921,0.802333,0.981224,0.901620,0.000000,0.901620,0.901620,1.899277
4,0.470735,2.367609,0.000370,2.367181,2.369243,0.869530,0.065161,0.770939,1.005954,0.869864,0.000000,0.869864,0.869864,1.864825
5,0.438508,2.335033,0.000525,2.334397,2.337344,0.860964,0.079457,0.740076,1.025448,0.838587,0.000000,0.838587,0.838587,1.830152
6,0.406369,2.302626,0.000683,2.301760,2.305569,0.851858,0.092703,0.709722,1.042721,0.807771,0.000000,0.807771,0.807771,1.795358
