epoch,train_loss,train_auc,train_acc,val_loss,val_auc,val_acc,train_bce_loss,train_im_loss,val_bce_loss,val_im_loss,train_encoder1_auc,train_encoder1_acc,val_encoder1_auc,val_encoder1_acc,train_encoder2_auc,train_encoder2_acc,val_encoder2_auc,val_encoder2_acc
1,0.557220,0.681057,0.744272,0.557220,0.674502,0.745088,0.550663,0.616242,0.550663,0.616242,0.681057,0.744272,0.674502,0.745088,0.499463,0.265630,0.501369,0.259759
2,0.545562,0.692594,0.746769,0.545562,0.680964,0.746382,0.537933,0.614221,0.537933,0.614221,0.692594,0.746769,0.680964,0.746382,0.506455,0.265630,0.508366,0.259759
