epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567798,2.466538,0.000086,2.466318,2.466848,0.697986,0.017668,0.666936,0.727814,1.066642,0.000000,1.066642,1.066642,2.466923
2,0.535280,2.433335,0.000131,2.433104,2.433738,0.695540,0.034459,0.634728,0.755641,1.033781,0.000000,1.033781,1.033781,2.433079
3,0.502808,2.400361,0.000224,2.400076,2.401272,0.692641,0.050552,0.603292,0.782606,1.001395,0.000000,1.001395,1.001395,2.398792
4,0.470429,2.367597,0.000360,2.367212,2.369160,0.689291,0.065944,0.572589,0.808675,0.969460,0.000000,0.969460,0.969460,2.364187
5,0.438150,2.335025,0.000527,2.334452,2.337356,0.685493,0.080644,0.542592,0.833842,0.937956,0.000000,0.937956,0.937956,2.329352
6,0.405972,2.302631,0.000718,2.301842,2.305824,0.681253,0.094663,0.513282,0.858105,0.906865,0.000000,0.906865,0.906865,2.294363
