epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567776,2.466531,0.000090,2.466298,2.466836,0.696063,0.017259,0.666879,0.726892,0.866692,0.000000,0.866692,0.866692,2.467000
2,0.535217,2.433315,0.000127,2.433061,2.433700,0.691651,0.033551,0.634612,0.753636,0.833997,0.000000,0.833997,0.833997,2.433346
3,0.502684,2.400316,0.000197,2.400041,2.400975,0.686722,0.049075,0.603118,0.779305,0.801890,0.000000,0.801890,0.801890,2.399367
4,0.470223,2.367519,0.000300,2.367130,2.368700,0.681281,0.063832,0.572357,0.803862,0.770347,0.000000,0.770347,0.770347,2.365172
5,0.437844,2.334905,0.000428,2.334353,2.336711,0.675335,0.077831,0.542305,0.827296,0.739344,0.000000,0.739345,0.739345,2.330835
6,0.405547,2.302461,0.000575,2.301716,2.304972,0.668892,0.091086,0.512940,0.849599,0.708864,0.000000,0.708864,0.708864,2.296417
