epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.817873,1.960067,0.500576,0.556696,3.144267,0.807959,0.016014,0.767516,0.830179,0.966670,0.000035,0.966472,0.967163,1.969187
2,0.785620,1.927255,0.499927,0.526564,3.110942,0.815627,0.031569,0.736163,0.860209,0.933876,0.000046,0.933695,0.934501,1.937016
