epoch,lambda_interp,train_loss,train_auc,train_acc,val_loss,val_auc,val_acc,val_l_bce,val_l_stability,val_l_align_total,val_l_21_performance,val_l_22_difficulty,val_l_23_ability,val_theta_mean,val_theta_std,val_beta_mean,val_beta_std,val_mastery_mean,val_mastery_std
1,0.001,0.2588665283595522,0.6542449280769966,0.6652127049650269,0.2074704753855864,0.768875272702138,0.7306578324656886,0.2001501532892386,2.2803462343290448e-05,7.520246148109436,4.209902286529541,2.2803462343290448e-05,3.3103439013163247,-1.0135577917099,0.13142837584018707,-5.737061500549316,4.053882598876953,0.8446005582809448,0.26220741868019104
2,0.002,0.2062581853630642,0.7685374712388657,0.7447035890379544,0.1941754793127378,0.7995572823667099,0.7613629910080454,0.1795525917162498,0.00010795535672514234,7.49045193195343,4.225049058596293,0.00010795535672514234,3.265402853488922,-1.0286818742752075,0.2868236005306244,-5.733033180236816,4.052477836608887,0.8421260714530945,0.26549869775772095
3,0.003,0.20534585571537414,0.7872365216846233,0.7530512555899552,0.19617263476053873,0.808278867714869,0.7636346426881212,0.17406205149988332,0.0002711286991446589,7.5433541138966875,4.175231158733368,0.0002711286991446589,3.368122935295105,-1.2243245840072632,0.4265122711658478,-5.7288970947265625,4.051097869873047,0.8289539217948914,0.27718693017959595
4,0.004,0.20741802143553892,0.798710186754533,0.7590230478156175,0.20166252553462982,0.8132855636522875,0.7667203028868906,0.1718296855688095,0.0005187984497752041,7.628742655118306,4.016858836015065,0.0005187984497752041,3.611883898576101,-1.2854382991790771,0.48526373505592346,-5.72463846206665,4.049787998199463,0.825660765171051,0.27940237522125244
5,0.005000000000000001,0.2118903393857181,0.8051101863093827,0.7630776287123037,0.20739726970593134,0.8155850610558466,0.7673828679602461,0.1704480561117331,0.0008541635470464826,7.558582067489624,4.165537536144257,0.0008541635470464826,3.393044432004293,-1.2245213985443115,0.5366525053977966,-5.720276832580566,4.048532485961914,0.8288100361824036,0.27701711654663086
6,0.006,0.21700364102919897,0.8097916939018474,0.7656140350877193,0.21581553171078363,0.8174548469062999,0.7654519640321817,0.17084042293330035,0.001279240697234248,7.664559165636699,4.0311055183410645,0.001279240697234248,3.6334535678227744,-1.2826310396194458,0.5857905745506287,-5.715838432312012,4.047303199768066,0.824289083480835,0.28064677119255066
7,0.007000000000000001,0.22276829835027456,0.8139159326201101,0.7683935328517372,0.2216104343533516,0.8191057254748753,0.7676478939895882,0.1690983840574821,0.001794884039554745,7.668255964914958,4.057681063810985,0.001794884039554745,3.6105748216311135,-1.238878846168518,0.6368129849433899,-5.711336135864258,4.046093940734863,0.8270720839500427,0.27855542302131653
8,0.008,0.22879992673794428,0.8169840363650558,0.7697557619539044,0.22941440343856812,0.8199647383120346,0.7676478939895882,0.16913015767931938,0.0024016936464856067,7.701658725738525,4.03656138976415,0.0024016936464856067,3.6650972962379456,-1.2270679473876953,0.6742311120033264,-5.7067790031433105,4.044897556304932,0.8271266222000122,0.27874159812927246
9,0.009,0.23449848623325428,0.820623334644476,0.7726453388372893,0.23851570611198744,0.8203000131739677,0.765982016090866,0.16986864867309728,0.003099873836617917,7.793875892957051,4.01020626227061,0.003099873836617917,3.783669590950012,-1.3118964433670044,0.7561508417129517,-5.702169418334961,4.04371452331543,0.821077287197113,0.28400111198425293
10,0.010000000000000002,0.2403521646435062,0.8245743602283884,0.7747230822153423,0.2445388101041317,0.8208125321411548,0.7692759110269759,0.1683350515862306,0.0038890502570817866,7.784821510314941,4.0146106878916425,0.0038890502570817866,3.7702107628186545,-1.2489899396896362,0.7497438192367554,-5.697518348693848,4.042540073394775,0.8252169489860535,0.28044044971466064
11,0.011000000000000001,0.24653005258490643,0.8266819770257958,0.7768466918931315,0.2538396840294202,0.8206863559021441,0.7663984855655466,0.16987109060088793,0.004769019782543182,7.799044251441956,4.028571009635925,0.004769019782543182,3.7704732616742453,-1.283142328262329,0.7960543632507324,-5.6928253173828125,4.04137659072876,0.8224252462387085,0.283151239156723
12,0.012,0.25265970670928556,0.8297450976670994,0.7791354202499713,0.26446375499169034,0.8200362204103564,0.7621202082347374,0.17223814936975637,0.005739446651811401,7.852922677993774,4.012787262598674,0.005739446651811401,3.840135335922241,-1.3366607427597046,0.8410236239433289,-5.688097953796387,4.040217876434326,0.8182552456855774,0.2866668105125427
13,0.013000000000000001,0.25854896660894156,0.8329893498801106,0.7807682605205825,0.2715641036629677,0.8201805414084917,0.7618741126360624,0.17273282632231712,0.006799605675041676,7.769908666610718,4.090585728486379,0.006799605675041676,3.679322977860769,-1.2950605154037476,0.8311840891838074,-5.683343410491943,4.039062023162842,0.8210833072662354,0.2842475473880768
14,0.014000000000000002,0.2644917933891217,0.8359616261183216,0.7826762985896113,0.28010553990801174,0.8190423865478973,0.7631235210601042,0.1725728108237187,0.007948989436651269,7.847803870836894,4.046650687853496,0.007948989436651269,3.801153222719828,-1.3422154188156128,0.8578866124153137,-5.678560256958008,4.037911891937256,0.8172090649604797,0.2873973846435547
15,0.015,0.27035121992230415,0.8393791008849187,0.7857493406719412,0.289750799536705,0.8194170346394208,0.7610790345480359,0.1729436038682858,0.0091869937411199,7.953965504964192,3.9903273582458496,0.0091869937411199,3.963638166586558,-1.4086841344833374,0.894603967666626,-5.67375373840332,4.036765098571777,0.8123939633369446,0.2915836274623871
16,0.016,0.2760833178957303,0.8426752503678547,0.7871207430340558,0.2953616666297118,0.8192556036106348,0.7674017983909134,0.1700247209519148,0.010512629058212042,7.997012734413147,3.9923364321390786,0.010512629058212042,4.004676342010498,-1.3711129426956177,0.8841221928596497,-5.6689276695251465,4.035618782043457,0.8145267963409424,0.2893323600292206
17,0.017,0.2820580874880155,0.845375834004984,0.7890884072927417,0.30510488400856656,0.8171993146462568,0.7669474680548982,0.17199394044776758,0.011925325496122241,7.995034217834473,4.019871135552724,0.011925325496122241,3.9751630822817483,-1.3450714349746704,0.9224115610122681,-5.6640777587890625,4.034482479095459,0.8153202533721924,0.2889479398727417
18,0.018,0.28762390464544296,0.849189389126288,0.7921293429652563,0.3155817190806071,0.8166967830924876,0.7698059630856602,0.170614929869771,0.013423616454626123,8.216867923736572,3.904303471247355,0.013423616454626123,4.312564392884572,-1.3718278408050537,0.9362279772758484,-5.659219264984131,4.033339977264404,0.8146054148674011,0.28934407234191895
19,0.019000000000000003,0.2947423628841837,0.849892155057648,0.7937163169361312,0.3232928117116292,0.8145137871379642,0.7695030761949835,0.17257746681571007,0.015007946252201995,8.097065289815268,3.946676274140676,0.015007946252201995,4.150389035542806,-1.2447731494903564,0.8900575041770935,-5.654359340667725,4.032177448272705,0.822938859462738,0.28139734268188477
20,0.020000000000000004,0.3048416568587224,0.8456806661010162,0.7888544891640867,0.3282238468527794,0.8112804890225671,0.7687079981069569,0.1769269648939371,0.016677221283316612,7.733432571093242,4.02544899781545,0.016677221283316612,3.7079834938049316,-1.0876052379608154,0.8149312734603882,-5.649476528167725,4.031030178070068,0.8332915306091309,0.27309858798980713
21,0.021,0.3119056203092138,0.8441829782183681,0.7890287811030845,0.33986060321331024,0.8087797251189159,0.7661523899668717,0.1841595427443584,0.01843141174564759,7.589719374974568,4.124327818552653,0.01843141174564759,3.4653916358947754,-1.151086449623108,0.8081325888633728,-5.644594192504883,4.029867649078369,0.8298187851905823,0.27516424655914307
22,0.022000000000000002,0.3162005450576544,0.8518350477950345,0.7943538585024653,0.33928485214710236,0.8112979423877801,0.767439659252248,0.17924926864604154,0.020268545641253393,7.44438099861145,4.192849775155385,0.020268545641253393,3.2515311439832053,-0.997078001499176,0.6743848323822021,-5.639720916748047,4.028677940368652,0.8398606777191162,0.2641454041004181
23,0.023000000000000003,0.32014997489750385,0.8562225006776938,0.7975369797041624,0.349196324745814,0.8103567568330003,0.7679697113109323,0.18104974490900835,0.022186463543524344,7.482124328613281,4.211378832658132,0.022186463543524344,3.2707453966140747,-0.9991595149040222,0.713689923286438,-5.634817600250244,4.027525901794434,0.8394536972045898,0.2650916874408722
24,0.024,0.3260326298574607,0.8586519941699218,0.7998119481710813,0.3617782841126124,0.8082839854472512,0.7666824420255561,0.18575963005423546,0.024185130838304758,7.5097930034001665,4.19485608736674,0.024185130838304758,3.314936935901642,-0.9804988503456116,0.7427448630332947,-5.6299052238464355,4.026378631591797,0.839997410774231,0.264570951461792
25,0.025,0.3324587835619847,0.8603201922412105,0.8004770095172572,0.36568665752808255,0.8062230906024757,0.7666445811642215,0.1839849092066288,0.02626580496629079,7.441548188527425,4.257018625736237,0.02626580496629079,3.1845295429229736,-0.8926153779029846,0.6812174320220947,-5.624999523162842,4.025216579437256,0.8462370038032532,0.25700676441192627
26,0.026000000000000002,0.3359353182216485,0.8646634554597562,0.802618965714941,0.38060224304596585,0.8044349892415957,0.766228111689541,0.18725239112973213,0.028424722608178854,7.612852772076924,4.159529109795888,0.028424722608178854,3.4533235828081765,-1.1101926565170288,0.853946328163147,-5.620053768157959,4.024105548858643,0.8302226066589355,0.2744447588920593
27,0.027000000000000003,0.3415152815481027,0.8663778218438296,0.804572870083706,0.38647868980964023,0.8052821326249628,0.7653762423095125,0.18644597878058752,0.030660318676382303,7.583709160486857,4.176601906617482,0.030660318676382303,3.4071072340011597,-0.9986894130706787,0.7895351052284241,-5.615116596221924,4.022977352142334,0.8370413780212402,0.2667350769042969
28,0.028000000000000004,0.34547548089176416,0.8708652362935336,0.8071734892787524,0.3980619857708613,0.8058354028847763,0.7675911026975863,0.18646249609688917,0.032972902059555054,7.7318107684453325,4.092934151490529,0.032972902059555054,3.638876656691233,-1.1441863775253296,0.9009242653846741,-5.61018705368042,4.0218400955200195,0.8264990448951721,0.277402400970459
29,0.028999999999999998,0.350216591420273,0.8740564082087513,0.8099759201926384,0.4065823629498482,0.8034317530519103,0.7648083293894936,0.1906525536129872,0.03536223154515028,7.624314347902934,4.16087810198466,0.03536223154515028,3.463436226050059,-1.011163592338562,0.8599683046340942,-5.60525369644165,4.020705223083496,0.8354690670967102,0.26871955394744873
30,0.03,0.35492926370352507,0.8777084392327208,0.8133975461529641,0.41851327816645306,0.8044427819911963,0.7640132513014671,0.18652724102139473,0.03782858761648337,7.906785527865092,4.0203865965207415,0.03782858761648337,3.88639897108078,-1.1743214130401611,0.9387711882591248,-5.600311279296875,4.019583225250244,0.824435830116272,0.2789512574672699
