epoch,valid_auc,valid_acc,train_loss,best_auc,best_epoch
1,0.7203,0.6637,1.2164816924051944,0.7203,1
2,0.725,0.6674,1.078330958299804,0.725,2
3,0.7282,0.6696,1.0294662216051085,0.7282,3
4,0.7324,0.672,1.0051453415038047,0.7324,4
5,0.7375,0.6767,0.9907543800300911,0.7375,5
6,0.7449,0.6822,0.9792235478228382,0.7449,6
7,0.7542,0.6895,0.968941680776153,0.7542,7
8,0.763,0.6987,0.9571596420577498,0.763,8
9,0.7697,0.704,0.9478259107965369,0.7697,9
10,0.775,0.708,0.9401943362449644,0.775,10
11,0.7773,0.7103,0.9349883463119859,0.7773,11
12,0.7802,0.7125,0.9312550239654259,0.7802,12
13,0.7816,0.7144,0.9278718738104058,0.7816,13
14,0.7833,0.7157,0.9249035968704082,0.7833,14
15,0.7833,0.7157,0.9223400203973516,0.7833,14
16,0.7851,0.7174,0.9210526597695367,0.7851,16
17,0.7851,0.7174,0.9190961192768259,0.7851,16
18,0.7865,0.7183,0.9176181145965496,0.7865,18
19,0.7865,0.7183,0.9169821046595307,0.7865,18
20,0.7865,0.7183,0.9153460021158998,0.7865,18
21,0.7882,0.7202,0.9149745230512002,0.7882,21
22,0.7882,0.7202,0.9130331040863278,0.7882,21
23,0.7882,0.7202,0.9126992865504175,0.7882,21
24,0.7894,0.72,0.9123304474019988,0.7894,24
25,0.7894,0.72,0.9118684356405296,0.7894,24
26,0.7894,0.72,0.9108560028559572,0.7894,24
27,0.7894,0.72,0.9110701201980353,0.7894,24
28,0.7905,0.7215,0.9101175899556536,0.7905,28
29,0.7905,0.7215,0.9089484246082506,0.7905,28
30,0.7905,0.7215,0.9083932833670996,0.7905,28
31,0.7905,0.7215,0.9080912100197548,0.7905,28
32,0.7917,0.7225,0.9074507221508291,0.7917,32
33,0.7917,0.7225,0.9075996922512372,0.7917,32
34,0.7917,0.7225,0.9064780185943152,0.7917,32
35,0.7917,0.7225,0.9060366750506638,0.7917,32
36,0.7917,0.7225,0.9065269170531652,0.7917,32
37,0.7917,0.7225,0.9055082002217215,0.7917,32
38,0.7927,0.7234,0.9052897125420106,0.7927,38
39,0.7927,0.7234,0.9054788121446727,0.7927,38
40,0.7927,0.7234,0.905142515988036,0.7927,38
41,0.7927,0.7234,0.9039960604067699,0.7927,38
42,0.7927,0.7234,0.9041366808304866,0.7927,38
43,0.7927,0.7234,0.9039806852470392,0.7927,38
44,0.7927,0.7234,0.9039215905838435,0.7927,38
45,0.7927,0.7234,0.9031424318438226,0.7927,38
46,0.7938,0.7237,0.9035752176367707,0.7938,46
47,0.7938,0.7237,0.9025441220705892,0.7938,46
48,0.7938,0.7237,0.9024214844001193,0.7938,46
49,0.7938,0.7237,0.9022926188193965,0.7938,46
50,0.7938,0.7237,0.9024906785262354,0.7938,46
51,0.7938,0.7237,0.9013322456303166,0.7938,46
52,0.7938,0.7237,0.9016222040593359,0.7938,46
53,0.7948,0.7247,0.9013521493853317,0.7948,53
54,0.7948,0.7247,0.9009316060069864,0.7948,53
55,0.7948,0.7247,0.900667081135374,0.7948,53
56,0.7948,0.7247,0.900666636694217,0.7948,53
57,0.7948,0.7247,0.9009458660243151,0.7948,53
58,0.7948,0.7247,0.9002631393749319,0.7948,53
59,0.7948,0.7247,0.9002145424809264,0.7948,53
60,0.7948,0.7247,0.8993400086908727,0.7948,53
61,0.7948,0.7247,0.8996389282770348,0.7948,53
62,0.7948,0.7247,0.8992614489148953,0.7948,53
63,0.7948,0.7247,0.8989422789854844,0.7948,53
