epoch,train_loss,valid_auc,valid_acc,train_l_sup,train_l_ref,train_l_init,train_l_rate,train_l_rasch,train_l_gap,train_l_student
1,0.90691209994615,0.6477512092370105,0.7418994413407821,0.6973818143068328,0.10561318695545197,0.11011056223772936,0.1539414548329194,0.0,0.0,0.0
2,0.8537088234076253,0.664053154418266,0.740782122905028,0.6582501313350471,0.08437979966402054,0.11010054869658109,0.15391410529610003,0.00010767061030492187,5.397127438300231e-07,5.393668516262551e-07
3,0.8094544958380908,0.6688218390804598,0.740782122905028,0.625915658840428,0.0663982629776001,0.11009021125613809,0.15388626801463173,0.0003667818382382393,1.6956905710685533e-06,2.1337523321562912e-06
4,0.7740539418256271,0.6678043896603734,0.740782122905028,0.5994865405601428,0.05287232622504234,0.11007960989185114,0.15385788620854648,0.0004390119283925742,3.526967702782713e-06,4.792016170540592e-06
5,0.7514233556663827,0.6685747906589692,0.740782122905028,0.58364137084752,0.042650021612644196,0.11006868549510615,0.15382902889940028,0.0004921669606119394,6.106857654231135e-06,8.509661711286753e-06
6,0.7341481639246927,0.6705739324907682,0.740782122905028,0.5708812517461934,0.03585861995816231,0.11005749682306698,0.15379983295218355,0.0005367387202568352,9.488507203059271e-06,1.3274467164592352e-05
7,0.7230785155649144,0.6732524574816664,0.740782122905028,0.5631309768593665,0.030874254181981087,0.11004611276736923,0.15377036796009141,0.0006019005668349564,1.3691273125004955e-05,1.907595833472442e-05
8,0.7181475340774505,0.6775823061320019,0.740782122905028,0.5597815424365779,0.028515970334410667,0.11003455996602433,0.15374072220378376,0.0006473812973126769,1.8677630578167737e-05,2.5900473701767623e-05
9,0.7157138107801075,0.6844704061996152,0.740782122905028,0.5582673347861465,0.027158236131072044,0.11002286135911452,0.15371092362363628,0.0007384790806099772,2.442398363200482e-05,3.372704304638319e-05
10,0.7174306163458137,0.6941020440006241,0.740782122905028,0.5602321322686319,0.02681535854935646,0.11001102482885956,0.1536810196363908,0.0008598275599069893,3.102162008872256e-05,4.255866588209756e-05
11,0.7180837260702899,0.6996541322099132,0.740782122905028,0.5610251777246986,0.026635916903614998,0.10999905000730884,0.15365106695202843,0.001008123392239213,3.849907443509437e-05,5.2415176469367e-05
12,0.7175145037886956,0.7019945909398242,0.740782122905028,0.5603328369045629,0.026854058727622032,0.10998696709477984,0.153621093344181,0.00116851762868464,4.68759099021554e-05,6.329968164209276e-05
13,0.7131399088247837,0.7025667030738025,0.740782122905028,0.5563709978091101,0.02626258321106434,0.10997480000800237,0.15359112834176106,0.001359871355816722,5.6154036428779364e-05,7.520904910052195e-05
14,0.7068232371205433,0.7023066521038124,0.740782122905028,0.5503968130260303,0.025777338072657585,0.1099625563659383,0.15356119240810737,0.0016118204221129417,6.638109334744513e-05,8.814645116217434e-05
15,0.7043379742618792,0.7033403547095232,0.740782122905028,0.5481300273212647,0.025479502975940704,0.10995024019938732,0.15353129968061618,0.0019372127717360854,7.750310032861307e-05,0.00010211126937065274
16,0.6977267624896004,0.704526837260103,0.740782122905028,0.541793902638969,0.02509618178009987,0.10993784144650719,0.1535014498119394,0.002344416920095682,8.951777272159234e-05,0.00011708668898791075
17,0.692848570794939,0.705739324907682,0.740782122905028,0.5366321184246401,0.025557074695825577,0.10992536597518592,0.15347161024968833,0.002831225749105215,0.0001023977019940503,0.00013308953202795237
18,0.6927861277942827,0.7070915899516306,0.7452513966480447,0.5359036599094369,0.02659587748348713,0.10991280701044827,0.15344176251899383,0.0033520422875881195,0.00011614312825258821,0.00015009439084678888
19,0.6922579318284552,0.7090289696780568,0.7486033519553073,0.5345942523809027,0.027808818966150284,0.10990018306176916,0.1534118916289414,0.0039022136479616165,0.0001306885533267632,0.00016810919623821974
20,0.6899790277116656,0.709763613668279,0.7497206703910615,0.5320898927592592,0.028182117268443108,0.10988748456526119,0.15338200020771464,0.00428552832454443,0.0001459677005186677,0.00018720552907325327
21,0.6875932432448606,0.7109533468559839,0.7508379888268156,0.529800094988222,0.028069786727428436,0.10987472382408435,0.15335211055482023,0.004628120921552181,0.00016189482994377613,0.00020735578436870128
22,0.68261004206749,0.7122991106256826,0.7541899441340782,0.5252321338331251,0.027475135400891304,0.10986188462266136,0.1533222413377776,0.004951790906488895,0.0001785608328646049,0.00022855185670778155
23,0.6783925137683615,0.7135148489103864,0.7564245810055866,0.521666448679847,0.026523049920797348,0.10984896691423063,0.15329238657234445,0.0052495915442705154,0.00019597163191065192,0.000250807439442724
24,0.6722032354134364,0.714054454673116,0.7553072625698324,0.5158271678190103,0.026027126237750053,0.10983596500341375,0.15326252966899281,0.0056077707558870316,0.0002141857985407114,0.00027407726156525314
25,0.6705380896613332,0.7141064648671139,0.7541899441340782,0.5147238846652149,0.025211151689291,0.10982287765125237,0.15323268740744933,0.006021457724273205,0.00023320814943872392,0.00029840096249245107
26,0.6728061838071433,0.7147045820980912,0.7553072625698324,0.517075102898675,0.025118593126535416,0.10980971637512416,0.15320285801850328,0.006584505550563335,0.00025286892196163535,0.000323735672282055
27,0.6684991910847216,0.7151661725698237,0.7564245810055866,0.5124393213292326,0.025648487731814384,0.10979644810077255,0.15317308298904733,0.007194122299551964,0.0002733818255364895,0.00035009393468499184
28,0.6672622183727486,0.7161348624330368,0.7564245810055866,0.5109120240388111,0.02612031251192093,0.10978309304616647,0.15314335736196308,0.007832583039999008,0.00029474913026206195,0.00037746847374364734
