epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567919,2.466533,0.000081,2.466321,2.466830,0.893763,0.017789,0.866865,0.927985,0.866694,0.000000,0.866694,0.866694,1.467204
2,0.535510,2.433320,0.000118,2.433095,2.433680,0.887301,0.034793,0.834350,0.956002,0.834000,0.000000,0.834000,0.834000,1.433492
3,0.503151,2.400331,0.000191,2.400082,2.401086,0.880540,0.051172,0.802422,0.983256,0.801895,0.000000,0.801895,0.801895,1.399262
4,0.470889,2.367548,0.000300,2.367156,2.368831,0.873469,0.066906,0.771050,1.008518,0.770354,0.000000,0.770354,0.770354,1.364645
5,0.438731,2.334950,0.000426,2.334371,2.336775,0.865911,0.081666,0.740206,1.029772,0.739355,0.000000,0.739355,0.739355,1.329749
6,0.406673,2.302521,0.000552,2.301733,2.304802,0.857893,0.095525,0.709871,1.049013,0.708878,0.000000,0.708878,0.708878,1.294686
