epoch,valid_auc,valid_acc,train_loss,best_auc_so_far,best_epoch_so_far,mastery_corr,gain_corr,mastery_ci_low,mastery_ci_high,gain_ci_low,gain_ci_high,mean_mastery_variance,min_mastery_variance,max_mastery_variance,constraint_loss_share,alignment_loss_share,lag_loss_share,retention_loss_share
1,0.6801332619407472,0.741827,0.595321,0.6801332619407472,1,0.050602682772115354,0.11668574726351784,-0.2978812132907524,0.3871853582685666,-0.23608046040587555,0.4422774349386511,0.0295254405916046,0.021942138671875,0.035430908203125,0.06291204416269963,-0.0067451382950019815,0.0,0.0
2,0.697576004757128,0.745613,0.534893,0.697576004757128,2,0.01775881236605094,0.10869255541254202,-0.3275471615823363,0.35887980578787904,-0.2437105328397324,0.43574179037663285,0.01859809203469074,0.01629638671875,0.0256805419921875,-0.00042094682121525227,-0.037622087718116905,0.0,0.0
3,0.6994500318177497,0.746061,0.521912,0.6994500318177497,3,0.010622253636106964,0.0868144747420573,-0.33390439811610934,0.3526452543021908,-0.2643739750098983,0.41767500684958747,0.017273502646332577,0.0160064697265625,0.01837158203125,-0.015883789142983408,-0.0671886048649487,0.0,0.0
4,0.7049672164690866,0.747414,0.511979,0.7049672164690866,4,0.007997737180593658,0.0733301131160911,-0.33623445762607534,0.3503447946744498,-0.2769510971228067,0.4064078389347577,0.016681730438390545,0.01532745361328125,0.0182952880859375,-0.033603046548396825,-0.09905388754133221,0.0,0.0
5,0.7079822712220643,0.747929,0.498318,0.7079822712220643,5,0.006615229643475379,0.06860447087245346,-0.3374601627778454,0.3491313262023394,-0.2813305740002891,0.40243510268251576,0.016567170928796955,0.01513671875,0.017730712890625,-0.054419900213916925,-0.1367637362635095,0.0,0.0
6,0.710780508334346,0.749457,0.489708,0.710780508334346,6,0.007221609580253981,0.060561540740097446,-0.33692270134490343,0.3496637055868625,-0.2887509711242226,0.39564456475253457,0.01572022907474498,0.0142059326171875,0.017425537109375,-0.07237132217877901,-0.1706087451928894,0.0,0.0
7,0.7137685802779232,0.749954,0.499823,0.7137685802779232,7,0.009430971453847008,0.06037544015932781,-0.3349625467890762,0.35160157539075987,-0.28892217195795616,0.39548700765844474,0.014657608585654146,0.0135650634765625,0.016204833984375,-0.0436665689653848,-0.15442850343672586,0.0,0.0
8,0.7151066257544508,0.750294,0.504993,0.7151066257544508,8,0.014426819027298964,0.061827454372893824,-0.3305191926888204,0.35597273454817163,-0.28758581706219194,0.3967157936196991,0.014324563772567196,0.013458251953125,0.01548004150390625,-0.02902211052214412,-0.15339858702627078,0.0,0.0
9,0.7161201959960182,0.750606,0.51136,0.7161201959960182,9,0.016012733579739792,0.05817218807956906,-0.3291054604658808,0.35735722565140887,-0.29094732886730057,0.3936201828969532,0.014153080283051327,0.0133819580078125,0.0150604248046875,-0.014530465334816156,-0.13699501836011856,0.0,0.0
10,0.7167475527800486,0.751414,0.525039,0.7167475527800486,10,0.017838689515600574,0.05609244314916946,-0.32747582976017625,0.3589494152391243,-0.29285609602310775,0.39185546412761996,0.013940524560799871,0.0132293701171875,0.01471710205078125,0.01315198332627655,-0.1058366306099106,0.0,1.5415057950408764e-05
11,0.7174307690115211,0.751238,0.534889,0.7174307690115211,11,0.017205744626983585,0.05232903575923105,-0.3280409536904228,0.35839772726453845,-0.29630305464546747,0.38865582024451806,0.013783706902222312,0.0131683349609375,0.01438140869140625,0.03286489747845297,-0.0799484684574893,-0.0037455839872322984,2.3154574893734677e-05
12,0.7178125940772124,0.751083,0.532245,0.7178125940772124,12,0.016885129075297392,0.05167897724762398,-0.32832712056446184,0.3581181811015487,-0.2968975340969854,0.38810231856421307,0.013813631522223122,0.01312255859375,0.014495849609375,0.02945969423234897,-0.08337293645653243,-0.0042498153675356255,3.566935515905202e-05
13,0.7182641304604143,0.751336,0.534655,0.7182641304604143,13,0.01744361255248039,0.05493917966142859,-0.3278286026358542,0.35860508586632056,-0.29391335125897483,0.39087582341708105,0.013782600047057158,0.01316070556640625,0.01441192626953125,0.03471875564042447,-0.07728620976175922,-0.004543823727985016,1.3343241411505925e-05
14,0.7166994176608701,0.750937,0.532178,0.7182641304604143,13,0.013425772829575515,0.05527056955886716,-0.33141075936052,0.3550980564040244,-0.29360963667997125,0.39115740081243067,0.01357269287109375,0.0126800537109375,0.01451873779296875,0.027910140535529903,-0.08417599762761086,-0.004584084259776314,4.548978732365353e-05
15,0.7186086161415057,0.751959,0.531674,0.7186086161415057,15,0.014844584209956806,0.050264711764029205,-0.33014693427745023,0.35633758583086955,-0.2981899492408259,0.386897282914899,0.01308646720925761,0.012451171875,0.01406097412109375,0.02936122178284614,-0.08210036260095867,-0.004918674573916118,3.206446931319151e-05
16,0.7194634106863196,0.752163,0.533551,0.7194634106863196,16,0.014930484911386004,0.05237059657466421,-0.33007037735564393,0.35641259349252774,-0.296265038029812,0.388691199545289,0.01295411895593831,0.01230621337890625,0.0137786865234375,0.03564385476055272,-0.07490964020626815,-0.005281158771027962,0.0
17,0.7200843081575502,0.752124,0.529924,0.7200843081575502,17,0.01514503624844571,0.04635120697716501,-0.32987914384112266,0.3565999184207132,-0.3017596270040731,0.3835567478678027,0.012907156672502428,0.01235198974609375,0.01363372802734375,0.031410477275518685,-0.07964256145584134,-0.0055515188158874495,1.444699726161921e-05
18,0.7205905337996295,0.751988,0.529354,0.7205905337996295,18,0.016113267563727794,0.05137557557304962,-0.3290157892547,0.3574449405054056,-0.2971749029158963,0.38784389974373557,0.012835211086767325,0.01232147216796875,0.0135040283203125,0.03187531807004576,-0.07910821395269958,-0.005761340289990115,9.851703860748305e-06
19,0.7209833846474935,0.751968,0.523603,0.7209833846474935,19,0.016897108365416157,0.05168323113416796,-0.3283164295339163,0.35812862699960657,-0.29689364478964736,0.38810594138620796,0.012813587880505182,0.0123291015625,0.01343536376953125,0.02212024306406727,-0.08998291384078274,-0.00597832131354885,4.785694458986718e-05
20,0.7211277067544007,0.752348,0.528029,0.7211277067544007,20,0.017333301288349378,0.05152959156699562,-0.3279270847879167,0.35850892748899504,-0.2970341093488759,0.38797508767226985,0.012712429224518297,0.01224517822265625,0.01324462890625,0.031027943439103403,-0.07997541072894631,-0.006073837464892857,9.522476522545847e-06
summary_dataset,assist2015
summary_model,gainakt2exp
summary_experiment,remediate
summary_seed,63
summary_epochs,20
summary_batch_size,64
summary_learning_rate,0.00016
summary_best_auc,0.7211277067544007
summary_best_epoch,20
summary_final_epoch,20
summary_final_auc,0.7211277067544007
summary_final_acc,0.752348
summary_best_mastery_corr,0.017333301288349378
summary_best_gain_corr,0.05152959156699562
summary_final_mastery_corr,-0.0008717083690703346
summary_final_gain_corr,0.05618287246899398
summary_monotonicity_violation_rate_final,0.0
summary_negative_gain_rate_final,0.0
summary_mastery_corr_ci_low_best,-0.3279270847879167
summary_mastery_corr_ci_high_best,0.35850892748899504
summary_gain_corr_ci_low_best,-0.2970341093488759
summary_gain_corr_ci_high_best,0.38797508767226985
summary_alignment_enabled,True
summary_global_alignment_enabled,True
summary_retention_enabled,True
summary_lag_enabled,True
summary_alignment_weight,0.30
summary_retention_weight,0.12
summary_lag_gain_weight,0.05
summary_mastery_performance_loss_weight,0.8
summary_gain_performance_loss_weight,0.8
summary_consistency_loss_weight,0.3
summary_sparsity_loss_weight,0.2
summary_alignment_share_cap,0.10
summary_alignment_share_decay_factor,0.75
summary_alignment_warmup_epochs,8
summary_devices,0|1|2|3|4
summary_config_md5,83f844f9446d3fab89eaa4dc0fe874e2
