epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567813,2.466538,0.000104,2.466266,2.466896,0.792848,0.016830,0.766807,0.826207,0.866691,0.000000,0.866691,0.866691,2.467054
2,0.535275,2.433328,0.000148,2.433031,2.433787,0.785324,0.032718,0.734352,0.852197,0.833997,0.000000,0.833997,0.833997,2.433511
3,0.502751,2.400336,0.000223,2.399992,2.401084,0.777340,0.047839,0.702568,0.877018,0.801891,0.000000,0.801891,0.801891,2.399693
4,0.470290,2.367541,0.000332,2.367073,2.368859,0.768898,0.062194,0.671417,0.900625,0.770349,0.000000,0.770349,0.770349,2.365705
5,0.437901,2.334929,0.000464,2.334269,2.336913,0.760005,0.075794,0.640876,0.923002,0.739349,0.000000,0.739349,0.739349,2.331617
6,0.405586,2.302483,0.000615,2.301597,2.305216,0.750668,0.088655,0.610922,0.944137,0.708870,0.000000,0.708870,0.708870,2.297479
