epoch,valid_auc,valid_acc,train_loss,best_auc,best_epoch
1,0.7055,0.6769,0.9903450813349656,0.7055,1
2,0.7404,0.7276,0.8982439472632583,0.7404,2
3,0.7594,0.7386,0.859091314710157,0.7594,3
4,0.7739,0.7462,0.8397648724639523,0.7739,4
5,0.782,0.7518,0.8217207327297983,0.782,5
6,0.7877,0.757,0.8036892319626948,0.7877,6
7,0.7914,0.7564,0.7927692985080079,0.7914,7
8,0.7937,0.7577,0.7795121515475995,0.7937,8
9,0.7964,0.7599,0.7740470214496452,0.7964,9
10,0.7982,0.7596,0.7673632547052036,0.7982,10
11,0.7994,0.7596,0.7615210178448145,0.7994,11
12,0.8013,0.7607,0.7595870003012877,0.8013,12
13,0.8013,0.7607,0.7535184278801443,0.8013,12
14,0.8039,0.7623,0.7486880184316099,0.8039,14
15,0.8039,0.7623,0.743176536097538,0.8039,14
16,0.8055,0.7632,0.742667474178429,0.8055,16
17,0.8055,0.7632,0.7377901687250367,0.8055,16
18,0.8078,0.7649,0.7364943483492059,0.8078,18
19,0.8092,0.7652,0.7353869536660635,0.8092,19
20,0.8092,0.7652,0.7308381811476096,0.8092,19
21,0.8118,0.7677,0.728227253262511,0.8118,21
22,0.8118,0.7677,0.7244735565073812,0.8118,21
23,0.8142,0.7684,0.721610311447816,0.8142,23
24,0.8142,0.7684,0.7164870898847794,0.8142,23
25,0.8166,0.771,0.7178608030117739,0.8166,25
26,0.8178,0.7699,0.7158073932498502,0.8178,26
27,0.8178,0.7699,0.711871916840168,0.8178,26
28,0.8195,0.7725,0.7098931397351801,0.8195,28
29,0.8218,0.7734,0.7084798448399497,0.8218,29
30,0.8218,0.7734,0.7029449701918137,0.8218,29
31,0.8253,0.7742,0.7036278655671823,0.8253,31
32,0.8253,0.7742,0.7021767597104862,0.8253,31
33,0.8265,0.7757,0.6986467061137915,0.8265,33
34,0.8265,0.7757,0.6935087110041395,0.8265,33
35,0.8285,0.7767,0.694581200654822,0.8285,35
36,0.8285,0.7767,0.6923252850538755,0.8285,35
37,0.8299,0.778,0.6872032657335988,0.8299,37
38,0.8299,0.778,0.6841700457532922,0.8299,37
39,0.8309,0.7781,0.685194029079694,0.8309,39
40,0.8309,0.7781,0.6789052217537622,0.8309,39
41,0.8324,0.7782,0.6771794002363425,0.8324,41
42,0.8324,0.7782,0.6780591384392455,0.8324,41
43,0.8324,0.7782,0.674175842556135,0.8324,41
44,0.8338,0.7795,0.6723444564159399,0.8338,44
45,0.8338,0.7795,0.6680952688512254,0.8338,44
46,0.8338,0.7795,0.6664210496040877,0.8338,44
47,0.8338,0.7795,0.6668668996069894,0.8338,44
48,0.8338,0.7795,0.6621717735981559,0.8338,44
49,0.8338,0.7795,0.659779619294316,0.8338,44
50,0.8338,0.7795,0.6623599379078228,0.8338,44
51,0.8338,0.7795,0.657648812462767,0.8338,44
52,0.8338,0.7795,0.6580009676757977,0.8338,44
53,0.8353,0.7788,0.6556350588463867,0.8353,53
54,0.8353,0.7788,0.6521402889844312,0.8353,53
55,0.8353,0.7788,0.6533324977501417,0.8353,53
56,0.8353,0.7788,0.6499320527024303,0.8353,53
57,0.8353,0.7788,0.6480724931552766,0.8353,53
58,0.8353,0.7788,0.6485763940621767,0.8353,53
59,0.8353,0.7788,0.6458945859431886,0.8353,53
60,0.8353,0.7788,0.6449814080673956,0.8353,53
61,0.8353,0.7788,0.6418458832225216,0.8353,53
62,0.8353,0.7788,0.6435094766585184,0.8353,53
63,0.8353,0.7788,0.641036696328811,0.8353,53
