epoch,lambda,val_total_auc,val_bce_auc,val_mastery_auc,val_total_acc,val_bce_acc,val_mastery_acc,val_total_loss,val_bce_loss,val_mastery_loss
1,1.0,0.6740499205545165,0.6740499205545165,0.5018514789481501,0.742527907814188,0.742527907814188,0.25975921906782545,0.09152778663805552,0.09152778663805552,0.5072639882564545
2,1.0,0.6943171958591374,0.6943171958591374,0.5108559838958013,0.7457006880845556,0.7457006880845556,0.25975921906782545,0.08954033453245552,0.08954033453245552,0.5807791315779394
3,1.0,0.7005217622290036,0.7005217622290036,0.5092127349658466,0.7465668765632756,0.7465668765632756,0.25975921906782545,0.08893082382119431,0.08893082382119431,0.624193572268194
4,1.0,0.7045606073465349,0.7045606073465349,0.49742945360233376,0.7476666439576054,0.7476666439576054,0.25975921906782545,0.08843596538110655,0.08843596538110655,0.6511688244586088
5,1.0,0.7060651242768581,0.7060651242768581,0.49491562772961384,0.7481532666984594,0.7481532666984594,0.25975921906782545,0.08823046377118753,0.08823046377118753,0.6677775991206266
6,1.0,0.7072427487483577,0.7072427487483577,0.4875808259537194,0.7482213938821789,0.7482213938821789,0.25975921906782545,0.08815160348099105,0.08815160348099105,0.6775532328352636
7,1.0,0.708145753781262,0.708145753781262,0.5,0.7492919639120575,0.7492919639120575,0.25975921906782545,0.0879904211175685,0.0879904211175685,0.6840746633860529
8,1.0,0.7088790913244172,0.7088790913244172,0.5,0.7500121655685213,0.7500121655685213,0.25975921906782545,0.08785662298299829,0.08785662298299829,0.6882213110826454
9,1.0,0.7095784527590936,0.7095784527590936,0.5,0.7500316304781555,0.7500316304781555,0.25975921906782545,0.08775352762669933,0.08775352762669933,0.6906709293929898
10,1.0,0.7100781121925959,0.7100781121925959,0.5,0.7504501260352899,0.7504501260352899,0.25975921906782545,0.08772125003897414,0.08772125003897414,0.6919762054268195
11,1.0,0.7101968869476813,0.7101968869476813,0.5,0.7506350426768144,0.7506350426768144,0.25975921906782545,0.08776636163190919,0.08776636163190919,0.6926409225074612
12,1.0,0.7107299316072444,0.7107299316072444,0.5,0.7509367487761438,0.7509367487761438,0.25975921906782545,0.08768848557861483,0.08768848557861483,0.6929486077658984
