epoch,train_loss,train_auc,train_acc,val_loss,val_auc,val_acc,train_bce_loss,train_im_loss,val_bce_loss,val_im_loss,train_encoder1_auc,train_encoder1_acc,val_encoder1_auc,val_encoder1_acc,train_encoder2_auc,train_encoder2_acc,val_encoder2_auc,val_encoder2_acc
1,0.567769,0.680382,0.734370,0.567769,0.675598,0.740241,0.563305,0.607942,0.563305,0.607942,0.680382,0.734370,0.675598,0.740241,0.506918,0.734370,0.509404,0.740241
2,0.559350,0.693518,0.734370,0.559350,0.686649,0.740241,0.553997,0.607529,0.553997,0.607529,0.693518,0.734370,0.686649,0.740241,0.508457,0.734370,0.510890,0.740241
3,0.556827,0.698830,0.734370,0.556827,0.689919,0.740241,0.551237,0.607135,0.551237,0.607135,0.698830,0.734370,0.689919,0.740241,0.509297,0.734370,0.511714,0.740241
4,0.554872,0.700914,0.734370,0.554872,0.688637,0.740241,0.549107,0.606754,0.549107,0.606754,0.700914,0.734370,0.688637,0.740241,0.509535,0.734370,0.511972,0.740241
5,0.552975,0.705300,0.734370,0.552975,0.689311,0.740241,0.547041,0.606385,0.547041,0.606385,0.705300,0.734370,0.689311,0.740241,0.509529,0.734370,0.511972,0.740241
6,0.550974,0.708423,0.734370,0.550974,0.688419,0.740241,0.544857,0.606027,0.544857,0.606027,0.708423,0.734370,0.688419,0.740241,0.509370,0.734370,0.511821,0.740241
