epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567854,2.466537,0.000085,2.466317,2.466849,0.795803,0.017795,0.766892,0.827897,0.966666,0.000000,0.966666,0.966666,1.967051
2,0.535386,2.433331,0.000128,2.433102,2.433716,0.791269,0.034749,0.734507,0.855818,0.933880,0.000000,0.933880,0.933880,1.933261
3,0.502965,2.400352,0.000214,2.400080,2.401223,0.786358,0.051036,0.702791,0.882926,0.901620,0.000000,0.901620,0.901620,1.898988
4,0.470637,2.367582,0.000341,2.367182,2.369068,0.781071,0.066657,0.671706,0.909194,0.869861,0.000000,0.869862,0.869862,1.864356
5,0.438413,2.335003,0.000497,2.334404,2.337210,0.775411,0.081620,0.641227,0.934621,0.838584,0.000000,0.838584,0.838584,1.829457
6,0.406291,2.302599,0.000676,2.301777,2.305615,0.769383,0.095940,0.611332,0.959209,0.807768,0.000000,0.807768,0.807768,1.794368
