epoch,train_loss,valid_auc,valid_acc,train_l_sup,train_l_ref,train_l_init,train_l_rate,train_l_rasch,train_l_gap,train_l_student
1,0.9299609058644402,0.7580424774591096,0.7377188831045907,0.5851886948828189,0.023026196053251624,0.012406962829106222,0.18411720370193543,0.0014219795571079885,62.08293151855469,59.9075576265653
2,0.880422405206556,0.7763710434188069,0.7504779933743493,0.5471434127763938,0.01915914930092792,0.012257784073794402,0.18325896356779892,0.006049292751413304,62.04970407485962,59.876566191514335
3,0.86718944004877,0.7889573270165822,0.7572361571225745,0.5352464636462727,0.019614729176585872,0.012112059627416022,0.18240345804069594,0.01542111741825162,62.01633097728094,59.856455663839974
4,0.8568859532569055,0.798224650525734,0.7618362517747279,0.5247060967908155,0.020721762324683368,0.011969085662209633,0.18156849088423568,0.03144281607334657,61.982176661491394,59.831940015157066
5,0.8489742216921649,0.8025192981427629,0.7640511121628017,0.5169829582965627,0.021625544177368283,0.011828658553142824,0.18075898899577084,0.05474649009799274,61.94820463657379,59.80469812949499
6,0.8428372444002751,0.8050321622273319,0.765849503076195,0.5114694572020958,0.022325024008750916,0.011690442804712202,0.1799711188727272,0.08577192600932904,61.91590555508932,59.773277113835015
7,0.838057769372535,0.8070422900173377,0.7680454330336015,0.5089396809243999,0.022312433963331085,0.011554389654553165,0.1792012367595847,0.1249544529709965,61.88539413611094,59.741998294989266
8,0.8337084656361604,0.8083367912478489,0.7686890676762896,0.5065740319530905,0.02239737077616155,0.0114205893033293,0.17844544897281578,0.17245443541711816,61.85497009754181,59.7094817062219
9,0.8296618658812595,0.8091790972362286,0.7692380501656413,0.5044327249685606,0.022501604825568695,0.011288861980069344,0.17770042526617413,0.22894987106944123,61.82775924603144,59.677419036626816
10,0.8262246956177428,0.8101249839546215,0.770108849976337,0.5037851062830875,0.022215206602898736,0.01115902593824588,0.1769644468151407,0.2962291685398668,61.799301505088806,59.64615625143051
11,0.822473087486333,0.8104413006065065,0.7703360151443446,0.5018547561169192,0.0223300806634749,0.01103107906299746,0.1762372195116787,0.3746281425313403,61.77082931995392,59.61428344249725
12,0.8192150474934058,0.8112738987313982,0.7711310932323711,0.5007453092239502,0.02229283187383165,0.01090504503943416,0.17551721588972372,0.4644899061725785,61.74305055538813,59.58299432198206
13,0.8157484056859046,0.8115742763124805,0.7710932323710364,0.4992336927840369,0.02232739410828799,0.01078075613298205,0.17480313440136497,0.5666061640561869,61.715326170126595,59.54989469051361
14,0.8124190181734988,0.8119866439579517,0.7716611452910553,0.4984585022490333,0.02209454794259121,0.010658260474677883,0.17409537958234714,0.6817982330297431,61.687018036842346,59.51860090096792
15,0.8096984107692283,0.8122392421249258,0.7709985802177,0.49765865257760306,0.022121690640536446,0.01053752420308104,0.17339272543708048,0.811444242640088,61.66084782282511,59.48653653264046
16,0.8061491708809125,0.8124937546183223,0.7718883104590629,0.49617061967702664,0.022078414719241362,0.010418425959335958,0.1726959844280533,0.9543905323371291,61.63458720842997,59.4562037785848
