epoch,train_loss,train_bce_loss,train_mastery_loss,val_loss,val_bce_auc,val_bce_acc,val_mastery_auc,val_mastery_acc
1,0.10737292281318205,0.10534013904283701,0.12566800168450015,0.09292444890859175,0.6729616747456968,0.7426446972719929,0.5934336899460201,0.7185471391449065
2,0.09612001864712473,0.09508335055696532,0.10545005603003378,0.09097243085199473,0.6941772852966174,0.7457396179038239,0.6102365947880249,0.7185276742352724
