epoch,valid_auc,valid_acc,train_loss,best_auc,best_epoch
1,0.7728,0.7467,0.9549985594953841,0.7728,1
2,0.8026,0.7593,0.8686587693529454,0.8026,2
3,0.8135,0.77,0.8402873630246089,0.8135,3
4,0.8183,0.7706,0.8275431094892184,0.8183,4
5,0.8217,0.7738,0.8156573777461683,0.8217,5
6,0.8237,0.7726,0.8106109838514409,0.8237,6
7,0.827,0.7773,0.8080846362185307,0.827,7
8,0.8284,0.7779,0.802164521100349,0.8284,8
9,0.8284,0.7779,0.8023296526404265,0.8284,8
10,0.8301,0.7799,0.7988831837532874,0.8301,10
11,0.8301,0.7799,0.7982170975765662,0.8301,10
12,0.8301,0.7799,0.7981197972711357,0.8301,10
13,0.8316,0.7813,0.7908732309107037,0.8316,13
14,0.8316,0.7813,0.789177849078546,0.8316,13
15,0.8337,0.7814,0.7873733689761041,0.8337,15
16,0.8337,0.7814,0.7845706570968923,0.8337,15
17,0.8348,0.7828,0.7871647592152139,0.8348,17
18,0.8367,0.7826,0.7824950823935123,0.8367,18
19,0.8367,0.7826,0.7827813616249663,0.8367,18
20,0.8379,0.7821,0.7802734152995482,0.8379,20
21,0.84,0.7844,0.7741599759976353,0.84,21
22,0.84,0.7844,0.7752867455299737,0.84,21
23,0.8422,0.7836,0.772758140281216,0.8422,23
24,0.8422,0.7836,0.7622206314504908,0.8422,23
25,0.8442,0.7876,0.7632055402244867,0.8442,25
26,0.8442,0.7876,0.7583175325054204,0.8442,25
27,0.8442,0.7876,0.7531949183107897,0.8442,25
28,0.8442,0.7876,0.7514702999679533,0.8442,25
29,0.8442,0.7876,0.7475659627147856,0.8442,25
30,0.8442,0.7876,0.7454383524171337,0.8442,25
31,0.8442,0.7876,0.7419985650495483,0.8442,25
32,0.8442,0.7876,0.7406971327553148,0.8442,25
33,0.8442,0.7876,0.7391963520462327,0.8442,25
34,0.8442,0.7876,0.7362845998397761,0.8442,25
35,0.8442,0.7876,0.7312204767278948,0.8442,25
