epoch,valid_auc,valid_acc,train_loss,best_auc,best_epoch
1,0.5115,0.665,0.8155508875382045,0.5115,1
2,0.5115,0.665,0.7739674345372577,0.5115,1
3,0.5115,0.665,0.7574597060840991,0.5115,1
4,0.5115,0.665,0.7397967100564788,0.5115,1
5,0.5115,0.665,0.7305106283808707,0.5115,1
6,0.5115,0.665,0.7224701182381477,0.5115,1
7,0.5115,0.665,0.7142060148615863,0.5115,1
8,0.5115,0.665,0.7062885627498388,0.5115,1
9,0.5115,0.665,0.6990207797731236,0.5115,1
10,0.5115,0.665,0.6933101717734927,0.5115,1
11,0.5115,0.665,0.6887686499110085,0.5115,1
