epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.817876,1.963488,0.497084,0.573423,3.144719,0.818265,0.010567,0.784834,0.830753,0.966916,0.000446,0.966218,0.974581,1.972039
2,0.785563,1.934197,0.493353,0.559394,3.111707,0.836389,0.020558,0.772880,0.861656,0.934404,0.000844,0.933004,0.956795,1.943181
3,0.753403,1.905774,0.489463,0.547132,3.078852,0.854459,0.029840,0.764407,0.892251,0.902484,0.001353,0.900485,0.935796,1.913913
4,0.721634,1.878177,0.485395,0.536908,3.046180,0.872364,0.038702,0.753357,0.922543,0.871126,0.001963,0.868809,0.913212,1.884449
5,0.690323,1.851247,0.481167,0.528862,3.013709,0.889939,0.047441,0.742456,0.952525,0.840303,0.002660,0.837701,0.889272,1.854182
