epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.817780,2.459774,0.501040,1.054922,3.644240,0.710277,0.015353,0.667958,0.730452,1.066643,0.000017,1.066519,1.066832,1.469404
2,0.785432,2.426530,0.500949,1.022066,3.610877,0.720266,0.030307,0.637205,0.760992,1.033772,0.000022,1.033649,1.033991,1.437796
3,0.753333,2.393519,0.500793,0.989705,3.577645,0.729826,0.044947,0.607321,0.791049,1.001367,0.000025,1.001242,1.001601,1.405141
