epoch,theta_global,beta_skill_mean,beta_skill_std,beta_skill_min,beta_skill_max,M_sat_mean,M_sat_std,M_sat_min,M_sat_max,gamma_student_mean,gamma_student_std,gamma_student_min,gamma_student_max,offset
1,0.567841,2.466534,0.000088,2.466301,2.466851,0.794970,0.017594,0.766866,0.827529,0.866693,0.000000,0.866693,0.866693,1.967069
2,0.535349,2.433324,0.000128,2.433074,2.433715,0.789585,0.034307,0.734456,0.855021,0.834000,0.000000,0.834000,0.834000,1.933345
3,0.502893,2.400335,0.000204,2.400077,2.401078,0.783793,0.050326,0.702714,0.881614,0.801896,0.000000,0.801896,0.801896,1.899187
4,0.470520,2.367550,0.000315,2.367174,2.368845,0.777597,0.065650,0.671605,0.907281,0.770355,0.000000,0.770356,0.770356,1.864717
5,0.438238,2.334952,0.000453,2.334394,2.336918,0.771001,0.080291,0.641101,0.932020,0.739358,0.000000,0.739358,0.739358,1.830021
6,0.406049,2.302526,0.000609,2.301764,2.305249,0.764011,0.094262,0.611182,0.955833,0.708883,0.000000,0.708883,0.708883,1.795170
