epoch,train_loss,train_auc,val_loss,val_auc,val_accuracy,monotonicity_violation_rate,negative_gain_rate,bounds_violation_rate,mastery_correlation,gain_correlation,bce_loss_share,"m_auc, global"
1,0.5269247274942349,0.6787543167254689,0.5197245788817503,0.7084714132440941,0.7489902578127281,0.0,0.0,0.0,0.05662277535942972,-0.11745463340329051,1.0162142964203846,0.8540715792591063
2,0.5116674745638754,0.7150797398979578,0.5137445634725143,0.7185694711049655,0.751326046968827,0.0,0.0,0.0,0.0636691528631991,-0.03676594460905545,1.0157578671467082,0.8581794482779385
